LEAID,STATE,NAME,GRAD_RATE_2015_16,ALL_RATE_1516,
407500,ARIZONA,Santa Cruz Elementary District,21,GE80,
407520,ARIZONA,Santa Cruz Valley Unified District,286,93,
407530,ARIZONA,Santa Cruz Valley Union High School District,72,75-79,
407570,ARIZONA,Scottsdale Unified District,2137,85,
407630,ARIZONA,Seligman Unified District,15,GE50,
407700,ARIZONA,Show Low Unified District,181,80-84,
407750,ARIZONA,Deer Valley Unified District,2589,95,
407770,ARIZONA,Skull Valley Elementary District,4,PS,
407820,ARIZONA,Snowflake Unified District,150,GE95,
407860,ARIZONA,Solomon Elementary District,30,GE80,
408020,ARIZONA,St David Unified District,36,GE90,
408080,ARIZONA,St Johns Unified District,73,75-79,
408170,ARIZONA,Sunnyside Unified District,1025,72,
408230,ARIZONA,Superior Unified School District,33,80-89,
408280,ARIZONA,Tanque Verde Unified District,130,90-94,
408340,ARIZONA,Tempe Union High School District,3237,88,
408410,ARIZONA,Thatcher Unified District,112,GE95,
408430,ARIZONA,Paloma School District,3,PS,
408460,ARIZONA,Hillside Elementary District,1,PS,
408520,ARIZONA,Tolleson Union High School District,2426,89,
408600,ARIZONA,Tombstone Unified District,78,90-94,
408680,ARIZONA,Tuba City Unified School District #15,173,65-69,
408800,ARIZONA,Tucson Unified District,3001,82,
408850,ARIZONA,Vail Unified District,879,94,
408880,ARIZONA,Valentine Elementary District,1,PS,
408910,ARIZONA,Valley Union High School District,35,80-89,
409160,ARIZONA,Whiteriver Unified District,122,60-64,
409190,ARIZONA,Wickenburg Unified District,163,75-79,
409250,ARIZONA,Willcox Unified District,82,80-84,
409310,ARIZONA,Williams Unified District,41,80-89,
409360,ARIZONA,Williamson Valley Elementary School District,1,PS,
409430,ARIZONA,Window Rock Unified District,161,70-74,
409460,ARIZONA,Winslow Unified District,177,90-94,
409510,ARIZONA,Yarnell Elementary District,4,PS,
409540,ARIZONA,Young Elementary District,3,PS,
409630,ARIZONA,Yuma Union High School District,2530,89,
409733,ARIZONA,Sedona-Oak Creek JUSD #9,103,85-89,
500001,ARKANSAS,DEWITT SCHOOL DISTRICT,97,85-89,
500006,ARKANSAS,WARREN SCHOOL DISTRICT,124,80-84,
500009,ARKANSAS,CORNING SCHOOL DISTRICT,50,GE90,
500012,ARKANSAS,RIVERSIDE SCHOOL DISTRICT,54,80-89,
500015,ARKANSAS,SHERIDAN SCHOOL DISTRICT,280,85,
500016,ARKANSAS,MARMADUKE SCHOOL DISTRICT,58,GE90,
500017,ARKANSAS,PARAGOULD SCHOOL DISTRICT,183,90-94,
500019,ARKANSAS,BATESVILLE SCHOOL DISTRICT,201,90,
500020,ARKANSAS,MIDLAND SCHOOL DISTRICT,36,GE90,
500021,ARKANSAS,IZARD CO. CONS. SCHOOL DIST.,29,GE80,
500023,ARKANSAS,NEWPORT SCHOOL DISTRICT,83,85-89,
500026,ARKANSAS,PINE BLUFF SCHOOL DISTRICT,301,66,
500028,ARKANSAS,STAR CITY SCHOOL DISTRICT,128,90-94,
500029,ARKANSAS,GOSNELL SCHOOL DISTRICT,97,90-94,
500030,ARKANSAS,NEVADA SCHOOL DISTRICT,34,GE90,
500032,ARKANSAS,BEARDEN SCHOOL DISTRICT,49,80-89,
500035,ARKANSAS,ARK. SCHOOL FOR THE BLIND,8,GE50,
500036,ARKANSAS,ARK. SCHOOL FOR THE DEAF,11,GE50,
500041,ARKANSAS,WESTERN YELL CO. SCHOOL DIST.,41,GE90,
500042,ARKANSAS,HAMBURG SCHOOL DISTRICT,138,90-94,
500043,ARKANSAS,MOUNTAIN HOME SCHOOL DISTRICT,343,87,
500044,ARKANSAS,MAGNOLIA SCHOOL DISTRICT,238,94,
500045,ARKANSAS,RIVERCREST SCHOOL DISTRICT #57,89,80-84,
500046,ARKANSAS,MANILA SCHOOL DISTRICT,90,90-94,
500047,ARKANSAS,TRUMANN SCHOOL DISTRICT,111,75-79,
500048,ARKANSAS,EAST POINSETT CO. SCHOOL DIST.,54,GE90,
500049,ARKANSAS,DEQUEEN SCHOOL DISTRICT,185,90-94,
500051,ARKANSAS,PALESTINE-WHEATLEY SCH. DIST.,59,GE90,
500055,ARKANSAS,BENTON COUNTY SCHOOL OF ARTS,46,GE90,
500059,ARKANSAS,ACADEMICS PLUS CHARTER SCHOOL,30,GE80,
500062,ARKANSAS,KIPP DELTA PUBLIC SCHOOLS,67,80-84,
500065,ARKANSAS,LAFAYETTE COUNTY SCHOOL DISTRICT,55,80-89,
500067,ARKANSAS,CLEVELAND COUNTY SCHOOL DIST.,50,GE90,
500068,ARKANSAS,EMERSON-TAYLOR SCHOOL DISTRICT,70,85-89,
500070,ARKANSAS,CEDAR RIDGE SCHOOL DISTRICT,70,GE95,
500071,ARKANSAS,HILLCREST SCHOOL DISTRICT,26,GE80,
500072,ARKANSAS,DEER/MT. JUDEA SCHOOL DISTRICT,38,GE90,
500073,ARKANSAS,OUACHITA RIVER SCHOOL DISTRICT,69,90-94,
500074,ARKANSAS,LISA ACADEMY CHARTER,79,GE95,
500076,ARKANSAS,OZARK MOUNTAIN SCHOOL DISTRICT,49,GE90,
500078,ARKANSAS,HAAS HALL ACADEMY,63,GE95,
500079,ARKANSAS,TWO RIVERS SCHOOL DISTRICT,75,75-79,
500082,ARKANSAS,LAWRENCE COUNTY SCHOOL DISTRICT,66,90-94,
500390,ARKANSAS,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,80,15-19,
500397,ARKANSAS,COVENANT KEEPERS MIDDLE CHARTER,17,LE20,
500398,ARKANSAS,ESTEM HIGH CHARTER,123,GE95,
500402,ARKANSAS,JACKSONVILLE LIGHTHOUSE CHARTER,59,GE90,
500405,ARKANSAS,COSSATOT RIVER SCHOOL DISTRICT,86,80-84,
500407,ARKANSAS,SIATECH LITTLE ROCK CHARTER,99,30-34,
500408,ARKANSAS,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LITTLE ROCK,29,40-59,
500416,ARKANSAS,HAAS HALL BENTONVILLE,4,PS,
502250,ARKANSAS,ALMA SCHOOL DISTRICT,252,90,
502280,ARKANSAS,ALPENA SCHOOL DISTRICT,41,80-89,
502430,ARKANSAS,ARKADELPHIA SCHOOL DISTRICT,154,80-84,
502550,ARKANSAS,ARMOREL SCHOOL DISTRICT,29,GE80,
502580,ARKANSAS,ASHDOWN SCHOOL DISTRICT,125,85-89,
502610,ARKANSAS,ATKINS SCHOOL DISTRICT,86,90-94,
502670,ARKANSAS,AUGUSTA SCHOOL DISTRICT,34,80-89,
502700,ARKANSAS,BALD KNOB SCHOOL DISTRICT,103,90-94,
502730,ARKANSAS,BARTON-LEXA SCHOOL DISTRICT,59,80-89,
502790,ARKANSAS,BAUXITE SCHOOL DISTRICT,135,90-94,
502820,ARKANSAS,BAY SCHOOL DISTRICT,35,GE90,
502880,ARKANSAS,BEEBE SCHOOL DISTRICT,244,80,
502960,ARKANSAS,BENTON SCHOOL DISTRICT,349,95,
503030,ARKANSAS,PEA RIDGE SCHOOL DISTRICT,140,90-94,
503060,ARKANSAS,BENTONVILLE SCHOOL DISTRICT,1038,91,
503090,ARKANSAS,BERGMAN SCHOOL DISTRICT,89,85-89,
503150,ARKANSAS,BERRYVILLE SCHOOL DISTRICT,143,75-79,
503240,ARKANSAS,BISMARCK SCHOOL DISTRICT,77,90-94,
503300,ARKANSAS,BLEVINS SCHOOL DISTRICT,47,GE90,
503320,ARKANSAS,BLYTHEVILLE SCHOOL DISTRICT,210,78,
503420,ARKANSAS,LEAD HILL SCHOOL DISTRICT,27,GE80,
503450,ARKANSAS,BOONEVILLE SCHOOL DISTRICT,112,90-94,
503480,ARKANSAS,BRADFORD SCHOOL DISTRICT,31,GE90,
503630,ARKANSAS,BRINKLEY SCHOOL DISTRICT,55,GE90,
503640,ARKANSAS,BROOKLAND SCHOOL DISTRICT,127,GE95,
503690,ARKANSAS,BRYANT SCHOOL DISTRICT,658,93,
503710,ARKANSAS,BUFFALO IS. CENTRAL SCH. DIST.,65,85-89,
503750,ARKANSAS,CABOT SCHOOL DISTRICT,725,88,
503770,ARKANSAS,CADDO HILLS SCHOOL DISTRICT,48,GE90,
503840,ARKANSAS,CALICO ROCK SCHOOL DISTRICT,32,GE90,
503960,ARKANSAS,CARLISLE SCHOOL DISTRICT,53,80-89,
504020,ARKANSAS,WESTSIDE CONS. SCHOOL DISTRICT,123,75-79,
504050,ARKANSAS,CAVE CITY SCHOOL DISTRICT,86,GE95,
504080,ARKANSAS,CEDARVILLE SCHOOL DISTRICT,67,GE95,
504110,ARKANSAS,GENOA CENTRAL SCHOOL DISTRICT,74,GE95,
504170,ARKANSAS,WHITE CO. CENTRAL SCHOOL DIST.,47,GE90,
504200,ARKANSAS,CHARLESTON SCHOOL DISTRICT,78,GE95,
504350,ARKANSAS,CLARENDON SCHOOL DISTRICT,44,GE90,
504370,ARKANSAS,RECTOR SCHOOL DISTRICT,43,80-89,
504380,ARKANSAS,CLARKSVILLE SCHOOL DISTRICT,186,90-94,
504410,ARKANSAS,CLINTON SCHOOL DISTRICT,72,85-89,
504560,ARKANSAS,CONCORD SCHOOL DISTRICT,24,GE80,
504590,ARKANSAS,CONWAY SCHOOL DISTRICT,692,86,
504680,ARKANSAS,COTTER SCHOOL DISTRICT,46,80-89,
504740,ARKANSAS,COUNTY LINE SCHOOL DISTRICT,38,GE90,
504800,ARKANSAS,CROSSETT SCHOOL DISTRICT,135,85-89,
504860,ARKANSAS,CUTTER-MORNING STAR SCH. DIST.,57,80-89,
504890,ARKANSAS,DANVILLE SCHOOL DISTRICT,54,GE90,
504930,ARKANSAS,DARDANELLE SCHOOL DISTRICT,145,85-89,
504980,ARKANSAS,DECATUR SCHOOL DISTRICT,36,80-89,
505170,ARKANSAS,DERMOTT SCHOOL DISTRICT,35,80-89,
505190,ARKANSAS,DES ARC SCHOOL DISTRICT,41,80-89,
505340,ARKANSAS,DIERKS SCHOOL DISTRICT,33,GE90,
505410,ARKANSAS,DOLLARWAY SCHOOL DISTRICT,114,70-74,
505430,ARKANSAS,DOVER SCHOOL DISTRICT,122,GE95,
505470,ARKANSAS,DREW CENTRAL SCHOOL DISTRICT,80,75-79,
505500,ARKANSAS,DUMAS SCHOOL DISTRICT,112,90-94,
505550,ARKANSAS,EARLE SCHOOL DISTRICT,62,80-84,
505580,ARKANSAS,EAST END SCHOOL DISTRICT,43,80-89,
505680,ARKANSAS,EL DORADO SCHOOL DISTRICT,343,85,
505760,ARKANSAS,ELKINS SCHOOL DISTRICT,94,90-94,
505850,ARKANSAS,ENGLAND SCHOOL DISTRICT,59,80-89,
505970,ARKANSAS,EUREKA SPRINGS SCHOOL DISTRICT,44,80-89,
506060,ARKANSAS,CAMDEN FAIRVIEW SCHOOL DIST.,186,90-94,
506090,ARKANSAS,FARMINGTON SCHOOL DISTRICT,170,GE95,
506120,ARKANSAS,FAYETTEVILLE SCHOOL DISTRICT,644,87,
506150,ARKANSAS,FLIPPIN SCHOOL DISTRICT,63,GE95,
506210,ARKANSAS,FORDYCE SCHOOL DISTRICT,89,90-94,
506240,ARKANSAS,FOREMAN SCHOOL DISTRICT,41,GE90,
506270,ARKANSAS,FORREST CITY SCHOOL DISTRICT,231,71,
506330,ARKANSAS,FORT SMITH SCHOOL DISTRICT,1085,85,
506360,ARKANSAS,FOUKE SCHOOL DISTRICT,69,GE95,
506420,ARKANSAS,FOUNTAIN LAKE SCHOOL DISTRICT,108,90-94,
506540,ARKANSAS,GENTRY SCHOOL DISTRICT,120,90-94,
506630,ARKANSAS,GLEN ROSE SCHOOL DISTRICT,91,90-94,
506690,ARKANSAS,CENTERPOINT SCHOOL DISTRICT,77,90-94,
506840,ARKANSAS,GRAVETTE SCHOOL DISTRICT,152,90-94,
506870,ARKANSAS,GREEN FOREST SCHOOL DISTRICT,91,85-89,
506900,ARKANSAS,GREENBRIER SCHOOL DISTRICT,233,96,
506930,ARKANSAS,GREENLAND SCHOOL DISTRICT,80,90-94,
506990,ARKANSAS,GREENWOOD SCHOOL DISTRICT,292,93,
507110,ARKANSAS,GURDON SCHOOL DISTRICT,69,75-79,
507140,ARKANSAS,GUY-PERKINS SCHOOL DISTRICT,29,60-79,
507170,ARKANSAS,HACKETT SCHOOL DISTRICT,76,90-94,
507230,ARKANSAS,HAMPTON SCHOOL DISTRICT,53,80-89,
507290,ARKANSAS,HARMONY GROVE SCHOOL DISTRICT,68,90-94,
507320,ARKANSAS,HARMONY GROVE SCHOOL DISTRICT,77,85-89,
507350,ARKANSAS,HARRISBURG SCHOOL DISTRICT,97,70-74,
507380,ARKANSAS,HARRISON SCHOOL DISTRICT,214,85,
507530,ARKANSAS,HAZEN SCHOOL DISTRICT,52,GE90,
507560,ARKANSAS,HEBER SPRINGS SCHOOL DISTRICT,114,80-84,
507620,ARKANSAS,HECTOR SCHOOL DISTRICT,50,GE90,
507680,ARKANSAS,HELENA/ W.HELENA SCHOOL DIST.,143,75-79,
507710,ARKANSAS,HERMITAGE SCHOOL DISTRICT,27,GE80,
507740,ARKANSAS,CROSS COUNTY SCHOOL DISTRICT,44,GE90,
507770,ARKANSAS,HIGHLAND SCHOOL DISTRICT,117,GE95,
507840,ARKANSAS,HOPE SCHOOL DISTRICT,202,82,
507860,ARKANSAS,HORATIO SCHOOL DISTRICT,69,GE95,
507890,ARKANSAS,HOT SPRINGS SCHOOL DISTRICT,249,68,
507920,ARKANSAS,JESSIEVILLE SCHOOL DISTRICT,54,GE90,
507990,ARKANSAS,HOXIE SCHOOL DISTRICT,66,90-94,
508040,ARKANSAS,WEST MEMPHIS SCHOOL DISTRICT,429,82,
508130,ARKANSAS,HUNTSVILLE SCHOOL DISTRICT,165,90-94,
508240,ARKANSAS,JASPER SCHOOL DISTRICT,74,85-89,
508280,ARKANSAS,JONESBORO SCHOOL DISTRICT,376,86,
508340,ARKANSAS,JUNCTION CITY SCHOOL DISTRICT,56,GE90,
508400,ARKANSAS,RIVERVIEW SCHOOL DISTRICT,130,85-89,
508490,ARKANSAS,KIRBY SCHOOL DISTRICT,44,80-89,
508610,ARKANSAS,LAKE HAMILTON SCHOOL DISTRICT,360,83,
508640,ARKANSAS,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),77,GE95,
508670,ARKANSAS,LAKESIDE SCHOOL DISTRICT,237,88,
508700,ARKANSAS,LAMAR SCHOOL DISTRICT,82,80-84,
508730,ARKANSAS,LAVACA SCHOOL DISTRICT,59,GE90,
508940,ARKANSAS,LINCOLN SCHOOL DISTRICT,111,90-94,
509000,ARKANSAS,LITTLE ROCK SCHOOL DISTRICT,1662,80,
509060,ARKANSAS,LONOKE SCHOOL DISTRICT,157,85-89,
509150,ARKANSAS,MAGAZINE SCHOOL DISTRICT,47,80-89,
509190,ARKANSAS,MAGNET COVE SCHOOL DIST.,52,GE90,
509240,ARKANSAS,MALVERN SCHOOL DISTRICT,142,90-94,
509270,ARKANSAS,MAMMOTH SPRING SCHOOL DISTRICT,32,GE90,
509330,ARKANSAS,MANSFIELD SCHOOL DISTRICT,67,90-94,
509360,ARKANSAS,LEE COUNTY SCHOOL DISTRICT,61,70-74,
509390,ARKANSAS,MARION SCHOOL DISTRICT,336,84,
509420,ARKANSAS,MARKED TREE SCHOOL DISTRICT,50,GE90,
509480,ARKANSAS,SEARCY COUNTY SCHOOL DISTRICT,52,GE90,
509510,ARKANSAS,MARVELL SCHOOL DISTRICT,26,GE80,
509540,ARKANSAS,MAYFLOWER SCHOOL DISTRICT,85,90-94,
509570,ARKANSAS,MAYNARD SCHOOL DISTRICT,39,GE90,
509600,ARKANSAS,MCCRORY SCHOOL DISTRICT,43,80-89,
509630,ARKANSAS,MCGEHEE SCHOOL DISTRICT,96,80-84,
509720,ARKANSAS,MELBOURNE SCHOOL DISTRICT,49,GE90,
509750,ARKANSAS,MENA SCHOOL DISTRICT,126,85-89,
509780,ARKANSAS,MINERAL SPRINGS SCHOOL DIST.,29,GE80,
509840,ARKANSAS,MONTICELLO SCHOOL DISTRICT,136,90-94,
509990,ARKANSAS,MOUNT IDA SCHOOL DISTRICT,39,GE90,
510080,ARKANSAS,MT. VERNON/ENOLA SCHOOL DIST.,35,GE90,
510170,ARKANSAS,MOUNTAIN PINE SCHOOL DISTRICT,55,70-79,
510200,ARKANSAS,MOUNTAIN VIEW SCHOOL DISTRICT,128,GE95,
510260,ARKANSAS,MOUNTAINBURG SCHOOL DISTRICT,55,80-89,
510290,ARKANSAS,MULBERRY SCHOOL DISTRICT,30,GE80,
510320,ARKANSAS,SOUTH PIKE COUNTY SCHOOL DISTRICT,51,80-89,
510380,ARKANSAS,NASHVILLE SCHOOL DISTRICT,119,GE95,
510410,ARKANSAS,NEMO VISTA SCHOOL DISTRICT,34,GE90,
510440,ARKANSAS,NETTLETON SCHOOL DISTRICT,229,94,
510560,ARKANSAS,NORFORK SCHOOL DISTRICT,27,GE80,
510680,ARKANSAS,N. LITTLE ROCK SCHOOL DISTRICT,693,73,
510920,ARKANSAS,OMAHA SCHOOL DISTRICT,42,80-89,
510950,ARKANSAS,OSCEOLA SCHOOL DISTRICT,103,80-84,
510980,ARKANSAS,OUACHITA SCHOOL DISTRICT,39,GE90,
511010,ARKANSAS,OZARK SCHOOL DISTRICT,130,GE95,
511070,ARKANSAS,PANGBURN SCHOOL DISTRICT,63,90-94,
511130,ARKANSAS,PARIS SCHOOL DISTRICT,96,90-94,
511220,ARKANSAS,PARKERS CHAPEL SCHOOL DIST.,42,GE90,
511340,ARKANSAS,PERRYVILLE SCHOOL DISTRICT,70,90-94,
511370,ARKANSAS,PIGGOTT SCHOOL DISTRICT,83,90-94,
511610,ARKANSAS,POCAHONTAS SCHOOL DISTRICT,143,85-89,
511700,ARKANSAS,POTTSVILLE SCHOOL DISTRICT,112,GE95,
511730,ARKANSAS,POYEN SCHOOL DISTRICT,54,GE90,
511760,ARKANSAS,PRAIRIE GROVE SCHOOL DISTRICT,140,90-94,
511820,ARKANSAS,PRESCOTT SCHOOL DISTRICT,84,80-84,
511850,ARKANSAS,PULASKI CO. SPEC. SCHOOL DIST.,1215,78,
511880,ARKANSAS,QUITMAN SCHOOL DISTRICT,35,GE90,
511970,ARKANSAS,ROGERS SCHOOL DISTRICT,1207,89,
512000,ARKANSAS,ROSE BUD SCHOOL DISTRICT,60,GE90,
512060,ARKANSAS,RUSSELLVILLE SCHOOL DISTRICT,364,90,
512090,ARKANSAS,SALEM SCHOOL DISTRICT,61,GE95,
512180,ARKANSAS,SCRANTON SCHOOL DISTRICT,32,GE90,
512210,ARKANSAS,SEARCY SCHOOL DISTRICT,281,91,
512420,ARKANSAS,SHIRLEY SCHOOL DISTRICT,34,70-79,
512450,ARKANSAS,SILOAM SPRINGS SCHOOL DISTRICT,320,91,
512480,ARKANSAS,SLOAN-HENDRIX SCHOOL DIST.,66,90-94,
512510,ARKANSAS,SMACKOVER SCHOOL DISTRICT,90,85-89,
512520,ARKANSAS,SO. CONWAY CO. SCHOOL DISTRICT,156,85-89,
512540,ARKANSAS,SOUTHSIDE SCHOOL DISTRICT,115,GE95,
512570,ARKANSAS,SOUTH SIDE SCHOOL DISTRICT,39,GE90,
512630,ARKANSAS,SPRING HILL SCHOOL DISTRICT,42,GE90,
512660,ARKANSAS,SPRINGDALE SCHOOL DISTRICT,1594,87,
512930,ARKANSAS,STRONG-HUTTIG SCHOOL DISTRICT,25,GE80,
512960,ARKANSAS,STUTTGART SCHOOL DISTRICT,129,85-89,
513080,ARKANSAS,GREENE CO. TECH SCHOOL DIST.,239,95,
513110,ARKANSAS,TEXARKANA SCHOOL DISTRICT,337,80,
513230,ARKANSAS,JACKSON CO. SCHOOL DISTRICT,61,GE95,
513350,ARKANSAS,VALLEY SPRINGS SCHOOL DISTRICT,74,90-94,
513380,ARKANSAS,VALLEY VIEW SCHOOL DISTRICT,218,95,
513410,ARKANSAS,VAN BUREN SCHOOL DISTRICT,498,88,
513530,ARKANSAS,VILONIA SCHOOL DISTRICT,255,96,
513560,ARKANSAS,VIOLA SCHOOL DISTRICT,34,GE90,
513680,ARKANSAS,WALDRON SCHOOL DISTRICT,94,80-84,
513930,ARKANSAS,WATSON CHAPEL SCHOOL DISTRICT,216,91,
514010,ARKANSAS,WEST FORK SCHOOL DISTRICT,95,85-89,
514020,ARKANSAS,WESTSIDE SCHOOL DISTRICT,44,GE90,
514040,ARKANSAS,WEST SIDE SCHOOL DISTRICT,42,GE90,
514140,ARKANSAS,WHITE HALL SCHOOL DISTRICT,228,90,
514370,ARKANSAS,WONDERVIEW SCHOOL DISTRICT,25,GE80,
514400,ARKANSAS,WOODLAWN SCHOOL DISTRICT,44,GE90,
514430,ARKANSAS,WYNNE SCHOOL DISTRICT,191,90-94,
514490,ARKANSAS,YELLVILLE-SUMMIT SCHOOL DIST.,54,GE90,
5900027,BUREAU OF INDIAN AFFAIRS,Flandreau Indian Boarding School,50,GE90,
5900031,BUREAU OF INDIAN AFFAIRS,Choctaw Central High School,87,80-84,
5900034,BUREAU OF INDIAN AFFAIRS,Sequoyah High School,93,GE95,
5900036,BUREAU OF INDIAN AFFAIRS,Chief Leschi School,69,75-79,
5900038,BUREAU OF INDIAN AFFAIRS,Circle of Life Survival School,12,GE50,
5900041,BUREAU OF INDIAN AFFAIRS,Northern Cheyenne Tribal School,14,GE50,
5900046,BUREAU OF INDIAN AFFAIRS,Alamo Navajo School,17,GE80,
5900047,BUREAU OF INDIAN AFFAIRS,Muckleshoot Tribal School,27,60-79,
5900051,BUREAU OF INDIAN AFFAIRS,Cheyenne-Eagle Butte School,68,75-79,
5900055,BUREAU OF INDIAN AFFAIRS,Marty Indian School,19,60-79,
5900057,BUREAU OF INDIAN AFFAIRS,Yakama Nation Tribal School,22,GE80,
5900061,BUREAU OF INDIAN AFFAIRS,Pyramid Lake High School,18,60-79,
5900064,BUREAU OF INDIAN AFFAIRS,Nay-Ah-Shing School,6,GE50,
5900067,BUREAU OF INDIAN AFFAIRS,Standing Rock Community School,35,GE90,
5900072,BUREAU OF INDIAN AFFAIRS,Hopi Jr-Sr High School,110,85-89,
5900073,BUREAU OF INDIAN AFFAIRS,Crow Creek Reservation High School,37,60-69,
5900080,BUREAU OF INDIAN AFFAIRS,Pine Ridge School,79,60-64,
5900085,BUREAU OF INDIAN AFFAIRS,Lower Brule Day School,20,60-79,
5900090,BUREAU OF INDIAN AFFAIRS,Miccosukee Indian School,4,PS,
5900091,BUREAU OF INDIAN AFFAIRS,St Francis Indian School,41,80-89,
5900092,BUREAU OF INDIAN AFFAIRS,Ahfachkee Day School,6,GE50,
5900093,BUREAU OF INDIAN AFFAIRS,Mescalero Apache School,17,GE80,
5900097,BUREAU OF INDIAN AFFAIRS,Shoshone-Bannock School District No 512,7,GE50,
5900101,BUREAU OF INDIAN AFFAIRS,Cherokee High School,72,80-84,
5900103,BUREAU OF INDIAN AFFAIRS,Kickapoo Nation School,2,PS,
5900104,BUREAU OF INDIAN AFFAIRS,Lac Courte Oreilles Ojibwa School,7,GE50,
5900105,BUREAU OF INDIAN AFFAIRS,Sherman Indian High School,74,90-94,
5900108,BUREAU OF INDIAN AFFAIRS,Pine Hill Schools,18,GE80,
5900110,BUREAU OF INDIAN AFFAIRS,Leupp School Inc,2,PS,
5900113,BUREAU OF INDIAN AFFAIRS,Crazy Horse School,15,GE50,
5900114,BUREAU OF INDIAN AFFAIRS,Oneida Nation School,27,60-79,
5900115,BUREAU OF INDIAN AFFAIRS,Lummi High School,19,40-59,
5900116,BUREAU OF INDIAN AFFAIRS,Navajo Preparatory School,49,GE90,
5900117,BUREAU OF INDIAN AFFAIRS,White Shield School,10,GE50,
5900119,BUREAU OF INDIAN AFFAIRS,Wingate High School,88,90-94,
5900122,BUREAU OF INDIAN AFFAIRS,Rock Point Community School,24,GE80,
5900126,BUREAU OF INDIAN AFFAIRS,Shiprock Northwest High School,19,GE80,
5900127,BUREAU OF INDIAN AFFAIRS,Quileute Tribal School,2,PS,
5900129,BUREAU OF INDIAN AFFAIRS,Tiospa Zina Tribal School,46,70-79,
5900130,BUREAU OF INDIAN AFFAIRS,Santa Fe Indian School,101,GE95,
5900133,BUREAU OF INDIAN AFFAIRS,Greyhills Academy High School,53,GE90,
5900135,BUREAU OF INDIAN AFFAIRS,Fond du Lac Ojibwe School,21,40-59,
5900141,BUREAU OF INDIAN AFFAIRS,St Stephens Indian School,19,GE80,
5900143,BUREAU OF INDIAN AFFAIRS,Takini School,5,PS,
5900145,BUREAU OF INDIAN AFFAIRS,Dishchii' bikoh Community School,11,GE50,
5900158,BUREAU OF INDIAN AFFAIRS,Turtle Mountain High School,88,85-89,
5900161,BUREAU OF INDIAN AFFAIRS,Many Farms High School,65,GE95,
5900163,BUREAU OF INDIAN AFFAIRS,Riverside Indian School,79,65-69,
5900164,BUREAU OF INDIAN AFFAIRS,Chemawa Indian School,51,GE90,
5900166,BUREAU OF INDIAN AFFAIRS,Bug-O-Nay-Ge-Shig School,5,PS,
5900169,BUREAU OF INDIAN AFFAIRS,Tohono O'odham High School,13,GE50,
5900171,BUREAU OF INDIAN AFFAIRS,Rough Rock Community School,30,60-79,
5900173,BUREAU OF INDIAN AFFAIRS,Little Wound School,73,75-79,
5900178,BUREAU OF INDIAN AFFAIRS,Two Eagle River School,18,40-59,
5900187,BUREAU OF INDIAN AFFAIRS,Hannahville Indian School,8,GE50,
5900189,BUREAU OF INDIAN AFFAIRS,Mandaree Day School,9,GE50,
5900190,BUREAU OF INDIAN AFFAIRS,Tiospaye Topa School,6,GE50,
5900191,BUREAU OF INDIAN AFFAIRS,To'hajiilee Day School,20,GE80,
5900196,BUREAU OF INDIAN AFFAIRS,Meskwaki Settlement School,19,GE80,
5900197,BUREAU OF INDIAN AFFAIRS,Noli School,17,GE80,
600001,CALIFORNIA,Acton-Agua Dulce Unified,111,90-94,
600002,CALIFORNIA,California School for the Blind (State Special Schl),4,PS,
