LEAID,STATE,NAME,GRAD_RATE_2015_16,ALL_RATE_1516,
2010740,KANSAS,Plainville,28,GE80,
2010770,KANSAS,Pleasanton,20,GE80,
2010800,KANSAS,West Franklin,48,80-89,
2010890,KANSAS,Pratt,72,85-89,
2010920,KANSAS,Pretty Prairie,23,GE80,
2010950,KANSAS,Quinter Public Schools,14,GE50,
2010980,KANSAS,Blue Valley,12,GE50,
2011040,KANSAS,Golden Plains,13,GE50,
2011080,KANSAS,Renwick,164,GE95,
2011100,KANSAS,Riley County,50,GE90,
2011130,KANSAS,Riverton,55,GE90,
2011190,KANSAS,Rolla,15,GE50,
2011220,KANSAS,Flinthills,17,GE80,
2011250,KANSAS,Rose Hill Public Schools,167,85-89,
2011280,KANSAS,Pawnee Heights,6,GE50,
2011310,KANSAS,Russell County,56,70-79,
2011370,KANSAS,Salina,534,88,
2011400,KANSAS,Satanta,25,GE80,
2011430,KANSAS,Skyline Schools,24,GE80,
2011490,KANSAS,Seaman,295,94,
2011520,KANSAS,Chautauqua Co Community,32,GE90,
2011550,KANSAS,Sedgwick Public Schools,44,GE90,
2011610,KANSAS,Wallace County Schools,13,GE50,
2011640,KANSAS,Shawnee Mission Pub Sch,2043,89,
2011700,KANSAS,Silver Lake,53,GE90,
2011760,KANSAS,Solomon,30,GE80,
2011790,KANSAS,South Haven,16,GE80,
2011820,KANSAS,Spearville,29,GE80,
2011850,KANSAS,Spring Hill,405,57,
2011880,KANSAS,St Francis Comm Sch,33,80-89,
2011910,KANSAS,St John-Hudson,24,GE80,
2011970,KANSAS,Stafford,27,60-79,
2012000,KANSAS,Blue Valley,1781,96,
2012030,KANSAS,Sterling,42,GE90,
2012060,KANSAS,Stockton,26,GE80,
2012090,KANSAS,Sublette,40,80-89,
2012120,KANSAS,Sylvan Grove,11,GE50,
2012150,KANSAS,Syracuse,45,GE90,
2012180,KANSAS,Shawnee Heights,295,94,
2012210,KANSAS,Tonganoxie,131,90-94,
2012260,KANSAS,Topeka Public Schools,976,75,
2012300,KANSAS,Circle,129,85-89,
2012330,KANSAS,Troy Public Schools,26,GE80,
2012360,KANSAS,Turner-Kansas City,278,77,
2012390,KANSAS,Udall,26,GE80,
2012420,KANSAS,Ulysses,123,85-89,
2012450,KANSAS,Uniontown,27,GE80,
2012510,KANSAS,Valley Center Pub Sch,214,90,
2012540,KANSAS,Valley Falls,38,GE90,
2012600,KANSAS,Victoria,23,GE80,
2012630,KANSAS,Wakeeney,29,GE80,
2012780,KANSAS,Valley Heights,26,GE80,
2012810,KANSAS,Lebo-Waverly,40,GE90,
2012840,KANSAS,Wellington,115,85-89,
2012870,KANSAS,Wellsville,47,GE90,
2012900,KANSAS,Weskan,7,GE50,
2012990,KANSAS,Wichita,3385,73,
2013020,KANSAS,Jefferson County North,36,GE90,
2013050,KANSAS,Winfield,156,85-89,
2013110,KANSAS,Woodson,24,GE80,
2100030,KENTUCKY,Adair County,198,GE95,
2100070,KENTUCKY,Allen County,218,90,
2100081,KENTUCKY,Muhlenberg County,362,85,
2100094,KENTUCKY,Kentucky School for the Blind,13,LT50,
2100095,KENTUCKY,Kentucky School for the Deaf,11,GE50,
2100120,KENTUCKY,Anderson County,262,90-94,
2100150,KENTUCKY,Ashland Independent,215,93,
2100180,KENTUCKY,Augusta Independent,25,GE80,
2100210,KENTUCKY,Ballard County,91,90-94,
2100240,KENTUCKY,Barbourville Independent,42,GE90,
2100270,KENTUCKY,Bardstown Independent,161,90-94,
2100300,KENTUCKY,Barren County,373,86,
2100330,KENTUCKY,Bath County,147,90-94,
2100360,KENTUCKY,Beechwood Independent,106,GE95,
2100390,KENTUCKY,Bell County,179,GE95,
2100420,KENTUCKY,Bellevue Independent,44,GE90,
2100480,KENTUCKY,Berea Independent,84,GE95,
2100510,KENTUCKY,Boone County,1434,94,
2100540,KENTUCKY,Bourbon County,210,91,
2100570,KENTUCKY,Bowling Green Independent,319,93,
2100620,KENTUCKY,Boyd County,216,93,
2100630,KENTUCKY,Boyle County,203,96,
2100660,KENTUCKY,Bracken County,76,GE95,
2100690,KENTUCKY,Breathitt County,136,75-79,
2100720,KENTUCKY,Breckinridge County,227,90,
2100750,KENTUCKY,Bullitt County,968,88,
2100780,KENTUCKY,Burgin Independent,44,GE90,
2100810,KENTUCKY,Butler County,146,85-89,
2100840,KENTUCKY,Caldwell County,138,90-94,
2100870,KENTUCKY,Calloway County,236,97,
2100900,KENTUCKY,Campbell County,388,95,
2100930,KENTUCKY,Campbellsville Independent,60,GE90,
2100960,KENTUCKY,Carlisle County,52,GE90,
2100990,KENTUCKY,Carroll County,140,90-94,
2101020,KENTUCKY,Carter County,330,98,
2101050,KENTUCKY,Casey County,151,GE95,
2101110,KENTUCKY,Caverna Independent,52,80-89,
2101150,KENTUCKY,Christian County,587,92,
2101200,KENTUCKY,Clark County,423,94,
2101230,KENTUCKY,Clay County,218,80-84,
2101260,KENTUCKY,Clinton County,100,GE95,
2101290,KENTUCKY,Cloverport Independent,27,GE80,
2101320,KENTUCKY,Corbin Independent,210,98,
2101350,KENTUCKY,Covington Independent,198,75-79,
2101380,KENTUCKY,Crittenden County,97,85-89,
2101410,KENTUCKY,Cumberland County,59,GE90,
2101440,KENTUCKY,Danville Independent,121,90-94,
2101470,KENTUCKY,Daviess County,811,91,
2101500,KENTUCKY,Dawson Springs Independent,53,GE90,
2101530,KENTUCKY,Dayton Independent,50,GE90,
2101620,KENTUCKY,Edmonson County,146,85-89,
2101650,KENTUCKY,Elizabethtown Independent,192,90-94,
2101680,KENTUCKY,Elliott County,68,85-89,
2101710,KENTUCKY,Eminence Independent,40,80-89,
2101740,KENTUCKY,Erlanger-Elsmere Independent,136,85-89,
2101760,KENTUCKY,Estill County,163,GE95,
2101800,KENTUCKY,Fairview Independent,88,90-94,
2101860,KENTUCKY,Fayette County,2796,83,
2101920,KENTUCKY,Fleming County,159,GE95,
2101950,KENTUCKY,Floyd County,391,96,
2101980,KENTUCKY,Frankfort Independent,61,85-89,
2102010,KENTUCKY,Franklin County,412,84,
2102040,KENTUCKY,Fort Thomas Independent,254,95,
2102070,KENTUCKY,Fulton Independent,23,GE80,
2102100,KENTUCKY,Fulton County,35,GE90,
2102130,KENTUCKY,Gallatin County,122,90-94,
2102160,KENTUCKY,Garrard County,189,90-94,
2102220,KENTUCKY,Glasgow Independent,144,90-94,
2102250,KENTUCKY,Grant County,305,89,
2102280,KENTUCKY,Graves County,357,93,
2102300,KENTUCKY,Grayson County,326,88,
2102340,KENTUCKY,Green County,128,GE95,
2102400,KENTUCKY,Greenup County,212,94,
2102460,KENTUCKY,Hancock County,118,90-94,
2102490,KENTUCKY,Hardin County,1161,91,
2102520,KENTUCKY,Harlan Independent,38,80-89,
2102540,KENTUCKY,Harlan County,249,89,
2102580,KENTUCKY,Harrison County,202,93,
2102640,KENTUCKY,Hart County,174,GE95,
2102670,KENTUCKY,Hazard Independent,70,GE95,
2102710,KENTUCKY,Henderson County,526,91,
2102760,KENTUCKY,Henry County,174,GE95,
2102790,KENTUCKY,Hickman County,53,80-89,
2102860,KENTUCKY,Hopkins County,498,89,
2102910,KENTUCKY,Jackson Independent,19,GE80,
2102940,KENTUCKY,Jackson County,135,90-94,
2102990,KENTUCKY,Jefferson County,7472,80,
2103000,KENTUCKY,Jenkins Independent,42,80-89,
2103030,KENTUCKY,Jessamine County,603,92,
2103060,KENTUCKY,Johnson County,283,83,
2103090,KENTUCKY,Kenton County,967,92,
2103120,KENTUCKY,Knott County,160,90-94,
2103150,KENTUCKY,Knox County,310,89,
2103180,KENTUCKY,LaRue County,155,GE95,
2103210,KENTUCKY,Laurel County,605,86,
2103240,KENTUCKY,Lawrence County,135,90-94,
2103270,KENTUCKY,Lee County,73,GE95,
2103330,KENTUCKY,Leslie County,115,GE95,
2103360,KENTUCKY,Letcher County,206,94,
2103390,KENTUCKY,Lewis County,174,GE95,
2103480,KENTUCKY,Lincoln County,287,91,
2103510,KENTUCKY,Livingston County,87,GE95,
2103540,KENTUCKY,Logan County,285,90,
2103630,KENTUCKY,Ludlow Independent,81,GE95,
2103690,KENTUCKY,Lyon County,59,GE90,
2103720,KENTUCKY,Madison County,806,92,
2103750,KENTUCKY,Magoffin County,134,90-94,
2103780,KENTUCKY,Marion County,232,91,
2103810,KENTUCKY,Marshall County,310,92,
2103840,KENTUCKY,Martin County,138,90-94,
2103870,KENTUCKY,Mason County,186,90-94,
2103900,KENTUCKY,Mayfield Independent,96,GE95,
2103960,KENTUCKY,McCracken County,478,91,
2103990,KENTUCKY,McCreary County,203,79,
2104020,KENTUCKY,McLean County,105,90-94,
2104050,KENTUCKY,Meade County,399,93,
2104080,KENTUCKY,Menifee County,78,90-94,
2104110,KENTUCKY,Mercer County,202,94,
2104140,KENTUCKY,Metcalfe County,117,90-94,
2104170,KENTUCKY,Middlesboro Independent,111,90-94,
2104200,KENTUCKY,Monroe County,125,GE95,
2104250,KENTUCKY,Montgomery County,350,83,
2104290,KENTUCKY,Morgan County,149,80-84,
2104380,KENTUCKY,Murray Independent,123,GE95,
2104410,KENTUCKY,Nelson County,435,94,
2104440,KENTUCKY,Newport Independent,104,90-94,
2104470,KENTUCKY,Nicholas County,80,GE95,
2104500,KENTUCKY,Ohio County,282,90,
2104530,KENTUCKY,Oldham County,929,96,
2104560,KENTUCKY,Owen County,150,90-94,
2104590,KENTUCKY,Owensboro Independent,315,86,
2104620,KENTUCKY,Owsley County,58,GE90,
2104650,KENTUCKY,Paducah Independent,218,86,
2104680,KENTUCKY,Paintsville Independent,58,GE90,
2104710,KENTUCKY,Paris Independent,45,GE90,
2104740,KENTUCKY,Pendleton County,193,GE95,
2104770,KENTUCKY,Perry County,278,93,
2104800,KENTUCKY,Pike County,631,95,
2104830,KENTUCKY,Pikeville Independent,84,GE95,
2104860,KENTUCKY,Pineville Independent,43,GE90,
2104890,KENTUCKY,Powell County,166,90-94,
2104950,KENTUCKY,Pulaski County,533,98,
2104980,KENTUCKY,Raceland-Worthington Independent,68,GE95,
2105040,KENTUCKY,Robertson County,25,GE80,
2105070,KENTUCKY,Rockcastle County,182,GE95,
2105100,KENTUCKY,Rowan County,225,GE95,
2105130,KENTUCKY,Russell Independent,150,GE95,
2105160,KENTUCKY,Russell County,183,90-94,
2105190,KENTUCKY,Russellville Independent,66,70-74,
2105260,KENTUCKY,Scott County,615,84,
2105320,KENTUCKY,Shelby County,482,91,
2105370,KENTUCKY,Silver Grove Independent,12,GE50,
2105400,KENTUCKY,Simpson County,225,95,
2105430,KENTUCKY,Somerset Independent,135,85-89,
2105490,KENTUCKY,Spencer County,198,GE95,
2105520,KENTUCKY,Taylor County,214,GE99,
2105550,KENTUCKY,Todd County,130,GE95,
2105580,KENTUCKY,Trigg County,162,90-94,
2105610,KENTUCKY,Trimble County,79,90-94,
2105640,KENTUCKY,Union County,167,90-94,
2105700,KENTUCKY,Walton-Verona Independent,130,GE95,
2105730,KENTUCKY,Warren County,1072,95,
2105760,KENTUCKY,Washington County,135,GE95,
2105790,KENTUCKY,Wayne County,234,90-94,
2105820,KENTUCKY,Webster County,168,90-94,
2105880,KENTUCKY,Whitley County,259,94,
2105910,KENTUCKY,Williamsburg Independent,55,GE90,
2105940,KENTUCKY,Williamstown Independent,56,GE90,
2105970,KENTUCKY,Wolfe County,91,80-84,
2106000,KENTUCKY,Woodford County,288,97,
2200017,LOUISIANA,Louisiana School for Math Science & the Arts,97,GE95,
2200018,LOUISIANA,LA Schools for the Deaf and Visually Impaired,17,LE20,
2200020,LOUISIANA,Louisiana Special Education Center,1,PS,
2200022,LOUISIANA,LSU Laboratory School,109,GE95,
2200023,LOUISIANA,Southern University Lab School,100,60-64,
2200030,LOUISIANA,Acadia Parish,591,86,
2200035,LOUISIANA,Avoyelles Public Charter School,53,GE90,
2200036,LOUISIANA,New Orleans Center for Creative Arts,59,GE90,
2200038,LOUISIANA,Delhi Charter School,51,GE90,
2200039,LOUISIANA,Zachary Community School District,361,89,
2200040,LOUISIANA,City of Baker School District,123,60-64,
2200042,LOUISIANA,Milestone Academy,1,PS,
2200047,LOUISIANA,Office of Juvenile Justice,90,LE5,
2200055,LOUISIANA,Grambling State Lab Schools,33,GE90,
2200060,LOUISIANA,Allen Parish,241,89,
2200090,LOUISIANA,Ascension Parish,1532,88,
2200120,LOUISIANA,Assumption Parish,244,85,
2200125,LOUISIANA,Central Community School District,306,86,
2200146,LOUISIANA,D'Arbonne Woods Charter School,36,GE90,
2200148,LOUISIANA,"Community School for Apprenticeship Learning, Inc.",72,85-89,
2200150,LOUISIANA,Avoyelles Parish,371,77,
2200151,LOUISIANA,Howard School,29,LE20,
2200156,LOUISIANA,Voices for International Business & Education,117,65-69,
2200157,LOUISIANA,Louisiana Connections Academy,213,54,
2200160,LOUISIANA,New Orleans Military/Maritime Academy,106,90-94,
2200180,LOUISIANA,Beauregard Parish,375,92,
2200186,LOUISIANA,Sophie B. Wright Institute of Academic Excellence,58,80-89,
2200188,LOUISIANA,The NET Charter High School,56,20-29,
2200197,LOUISIANA,KIPP Renaissance High School,104,75-79,
2200205,LOUISIANA,"Northshore Charter School, Inc.",1,PS,
2200207,LOUISIANA,Lord Beaconsfield Landry-Oliver Perry Walker High,320,63,
2200210,LOUISIANA,Bienville Parish,155,90-94,
2200214,LOUISIANA,Crescent Leadership Academy,26,21-39,
2200217,LOUISIANA,Dr. Martin Luther King Charter School for Sci/Tech,37,80-89,
2200218,LOUISIANA,G. W. Carver Preparatory Academy,91,55-59,
2200221,LOUISIANA,"ReNEW-Reinventing Education, Inc",135,44118,
2200229,LOUISIANA,Joseph S. Clark Preparatory High School,104,65-69,
2200232,LOUISIANA,Vision Academy,37,20-29,
2200233,LOUISIANA,Louisiana Virtual Charter Academy,110,40-44,
2200237,LOUISIANA,Sci Academy,96,65-69,
2200238,LOUISIANA,Cohen College Prep,77,65-69,
2200240,LOUISIANA,City of Bogalusa School District,134,65-69,
2200241,LOUISIANA,JCFA-East,37,44154,
2200252,LOUISIANA,Northeast Claiborne Charter,12,GE50,
2200257,LOUISIANA,Capitol High School,70,70-74,
2200261,LOUISIANA,Lake Area New Tech Early College High School,171,65-69,
2200264,LOUISIANA,Algiers Technology Academy,48,50-59,
2200265,LOUISIANA,G. W. Carver Collegiate Academy,90,60-64,
2200270,LOUISIANA,Bossier Parish,1312,83,
2200300,LOUISIANA,Caddo Parish,2610,74,
2200330,LOUISIANA,Calcasieu Parish,2026,80,
2200360,LOUISIANA,Caldwell Parish,76,GE95,
2200390,LOUISIANA,Cameron Parish,102,85-89,
2200420,LOUISIANA,Catahoula Parish,109,85-89,
2200450,LOUISIANA,Claiborne Parish,103,85-89,
2200480,LOUISIANA,Concordia Parish,215,73,
2200510,LOUISIANA,DeSoto Parish,322,94,
2200540,LOUISIANA,East Baton Rouge Parish,2631,68,
2200570,LOUISIANA,East Carroll Parish,59,GE90,
2200600,LOUISIANA,East Feliciana Parish,134,75-79,
2200630,LOUISIANA,Evangeline Parish,442,69,
2200660,LOUISIANA,Franklin Parish,182,70-74,
2200690,LOUISIANA,Grant Parish,210,80,
2200720,LOUISIANA,Iberia Parish,868,75,
2200750,LOUISIANA,Iberville Parish,308,77,
2200780,LOUISIANA,Jackson Parish,147,90-94,
2200810,LOUISIANA,Jefferson Davis Parish,388,93,
2200840,LOUISIANA,Jefferson Parish,2876,76,
2200870,LOUISIANA,Lafayette Parish,2175,75,
2200900,LOUISIANA,Lafourche Parish,911,84,
2200960,LOUISIANA,LaSalle Parish,181,GE95,
2200990,LOUISIANA,Lincoln Parish,373,91,
2201020,LOUISIANA,Livingston Parish,1552,83,
2201050,LOUISIANA,Madison Parish,141,65-69,
2201080,LOUISIANA,City of Monroe School District,459,79,
2201110,LOUISIANA,Morehouse Parish,292,68,
2201140,LOUISIANA,Natchitoches Parish,425,81,
2201170,LOUISIANA,Orleans Parish,1286,88,
2201200,LOUISIANA,Ouachita Parish,1387,83,
2201230,LOUISIANA,Plaquemines Parish,286,86,
2201260,LOUISIANA,Pointe Coupee Parish,157,70-74,
2201290,LOUISIANA,Rapides Parish,1539,77,
2201320,LOUISIANA,Red River Parish,106,75-79,
2201350,LOUISIANA,Richland Parish,200,80-84,
2201380,LOUISIANA,Sabine Parish,271,92,
2201410,LOUISIANA,St. Bernard Parish,435,86,
2201440,LOUISIANA,St. Charles Parish,775,87,
2201470,LOUISIANA,St. Helena Parish,68,70-74,
2201500,LOUISIANA,St. James Parish,267,83,
2201530,LOUISIANA,St. John the Baptist Parish,387,74,
2201560,LOUISIANA,St. Landry Parish,953,67,
2201590,LOUISIANA,St. Martin Parish,596,82,
2201620,LOUISIANA,St. Mary Parish,679,85,
2201650,LOUISIANA,St. Tammany Parish,2635,83,
2201680,LOUISIANA,Tangipahoa Parish,1411,71,
2201710,LOUISIANA,Tensas Parish,39,80-89,
2201740,LOUISIANA,Terrebonne Parish,1192,76,
2201770,LOUISIANA,Union Parish,159,80-84,
2201800,LOUISIANA,Vermilion Parish,554,91,
2201830,LOUISIANA,Vernon Parish,492,89,
2201860,LOUISIANA,Washington Parish,394,79,
2201890,LOUISIANA,Webster Parish,429,81,
2201920,LOUISIANA,West Baton Rouge Parish,272,78,
2201950,LOUISIANA,West Carroll Parish,108,90-94,
2201980,LOUISIANA,West Feliciana Parish,139,80-84,
2202010,LOUISIANA,Winn Parish,174,80-84,
2280100,LOUISIANA,Special School District,186,LE5,
2300049,MAINE,ME Sch of Science & Mathematics,44,GE90,
2300053,MAINE,Five Town CSD,160,GE95,
2302610,MAINE,Auburn Public Schools,269,73,
2302640,MAINE,Augusta Public Schools,177,85-89,
2302730,MAINE,Baileyville Public Schools,33,GE90,
2302820,MAINE,Bangor Public Schools,282,87,
2303150,MAINE,Biddeford Public Schools,199,85-89,
2303290,MAINE,Boothbay-Boothbay Hbr CSD,57,80-89,
2303510,MAINE,Brewer Public Schools,175,85-89,
2303780,MAINE,Brunswick Public Schools,191,85-89,
2303870,MAINE,Calais Public Schools,56,70-79,
2303930,MAINE,Cape Elizabeth Public Schools,146,GE95,
2304895,MAINE,Deer Isle-Stonington CSD,35,80-89,
2305280,MAINE,East Millinocket Public Schools,26,60-79,
2305310,MAINE,Easton Public Schools,11,GE50,
2305360,MAINE,Eastport Public Schools,34,GE90,
2305500,MAINE,Ellsworth Public Schools,116,85-89,
2305670,MAINE,Falmouth Public Schools,173,GE95,
2306060,MAINE,Gorham Public Schools,198,90-94,
2306250,MAINE,Greenville Public Schools,14,GE50,
2306510,MAINE,Hermon Public Schools,131,90-94,
2306810,MAINE,Islesboro Public Schools,9,GE50,
2307140,MAINE,Kittery Public Schools,67,85-89,
2307320,MAINE,Lewiston Public Schools,332,69,
2307530,MAINE,Lisbon Public Schools,70,90-94,
2307710,MAINE,Machias Public Schools,22,60-79,
2307800,MAINE,Madawaska Public Schools,37,80-89,
2308280,MAINE,Millinocket Public Schools,40,70-79,
2308400,MAINE,Moosabec CSD,19,60-79,
2308500,MAINE,Mt Desert CSD,129,85-89,
2309930,MAINE,Portland Public Schools,551,83,
2310500,MAINE,Sanford Public Schools,273,85-89,
2310530,MAINE,Scarborough Public Schools,259,98,
2310590,MAINE,RSU 11/MSAD 11,164,80-84,
2310620,MAINE,RSU 82/MSAD 12,11,GE50,
2310650,MAINE,RSU 83/MSAD 13,13,GE50,
2310680,MAINE,RSU 84/MSAD 14,11,GE50,
2310710,MAINE,RSU 15/MSAD 15,137,80-84,
2310770,MAINE,RSU 17/MSAD 17,287,82,
2310860,MAINE,RSU 79/MSAD 01,142,80-84,
2310890,MAINE,RSU 86/MSAD 20,33,GE90,
2311010,MAINE,RSU 88/MSAD 24,17,60-79,
2311100,MAINE,MSAD 27,77,90-94,
2311160,MAINE,RSU 29/MSAD 29,76,GE95,
2311250,MAINE,RSU 31/MSAD 31,44,80-89,
2311280,MAINE,RSU 32/MSAD 32,23,GE80,
2311310,MAINE,RSU 33/MSAD 33,31,GE90,
2311370,MAINE,RSU 35/MSAD 35,187,90-94,
2311430,MAINE,RSU 37/MSAD 37,51,GE90,
2311520,MAINE,RSU 03/MSAD 03,96,80-84,
2311550,MAINE,RSU 40/MSAD 40,153,GE95,
2311580,MAINE,RSU 41/MSAD 41,49,80-89,
2311610,MAINE,RSU 42/MSAD 42,39,GE90,
2311670,MAINE,RSU 44/MSAD 44,64,80-84,
2311700,MAINE,RSU 45/MSAD 45,38,80-89,
2311730,MAINE,RSU 80/MSAD 04,56,GE90,
2311790,MAINE,RSU 06/MSAD 06,286,82,
2311820,MAINE,RSU 07/MSAD 07,10,GE50,
2311850,MAINE,RSU 08/MSAD 08,21,GE80,
2312330,MAINE,South Portland Public Schools,217,94,
2313350,MAINE,Waterville Public Schools,164,75-79,
2313490,MAINE,Wells-Ogunquit CSD,113,GE95,
2313560,MAINE,Westbrook Public Schools,175,80-84,
2313860,MAINE,Winslow Schools,109,85-89,
2313970,MAINE,Winthrop Public Schools,60,80-89,
2313980,MAINE,Wiscasset Public Schools,53,70-79,
2314100,MAINE,Yarmouth Schools,137,GE95,
2314130,MAINE,York Public Schools,154,90-94,
2314160,MAINE,RSU 52/MSAD 52,143,85-89,
2314190,MAINE,RSU 55/MSAD 55,91,85-89,
2314210,MAINE,RSU 61/MSAD 61,133,85-89,
2314240,MAINE,RSU 51/MSAD 51,174,GE95,
2314300,MAINE,RSU 58/MSAD 58,64,GE95,
2314330,MAINE,RSU 49/MSAD 49,170,85-89,
2314440,MAINE,RSU 64/MSAD 64,94,80-84,
2314530,MAINE,MSAD 46,77,80-84,
2314560,MAINE,RSU 59/MSAD 59,70,85-89,
2314590,MAINE,RSU 54/MSAD 54,199,75-79,
2314610,MAINE,RSU 53/MSAD 53,6,GE50,
2314670,MAINE,RSU 57/MSAD 57,257,86,
2314700,MAINE,RSU 60/MSAD 60,224,83,
2314762,MAINE,RSU 70/MSAD 70,36,GE90,
2314767,MAINE,RSU 74/MSAD 74,67,90-94,
2314768,MAINE,RSU 75/MSAD 75,179,90-94,
2314772,MAINE,RSU 01 - LKRSU,157,75-79,
2314773,MAINE,RSU 21,170,GE95,
2314775,MAINE,RSU 16,114,90-94,
2314776,MAINE,RSU 02,172,85-89,
2314777,MAINE,RSU 67,77,90-94,
2314778,MAINE,RSU 26,91,85-89,
2314779,MAINE,RSU 18,224,94,
2314782,MAINE,RSU 34,132,85-89,
2314783,MAINE,RSU 04,106,75-79,
2314784,MAINE,RSU 23,61,80-84,
2314785,MAINE,RSU 19,170,85-89,
2314787,MAINE,RSU 13,139,70-74,
2314788,MAINE,RSU 38,112,90-94,
2314789,MAINE,RSU 05,123,90-94,
2314790,MAINE,RSU 24,59,80-89,
2314791,MAINE,RSU 20,40,80-89,
2314793,MAINE,RSU 14,282,93,
2314794,MAINE,RSU 39,146,85-89,
2314795,MAINE,RSU 10,212,84,
2314796,MAINE,RSU 25,64,85-89,
2314803,MAINE,RSU 78,17,GE80,
2314805,MAINE,RSU 73,99,90-94,
2314806,MAINE,RSU 50,46,GE90,
2314808,MAINE,Maine Academy of Natural Sciences,15,GE50,
2314809,MAINE,RSU 09,194,85-89,
2314812,MAINE,Baxter Academy for Technology and Science,39,GE90,
2314815,MAINE,RSU 22,180,85-89,
2314819,MAINE,Maine Connections Academy,55,60-69,
2314821,MAINE,Maine Virtual Academy,35,30-39,
2314822,MAINE,RSU 71,148,80-84,
2400027,MARYLAND,SEED School of Maryland,35,GE90,
2400030,MARYLAND,Allegany County Public Schools,666,90,
2400060,MARYLAND,Anne Arundel County Public Schools,5726,89,
2400090,MARYLAND,Baltimore City Public Schools,5131,71,
2400120,MARYLAND,Baltimore County Public Schools,7906,89,
2400150,MARYLAND,Calvert County Public Schools,1322,94,
2400180,MARYLAND,Caroline County Public Schools,353,89,
2400210,MARYLAND,Carroll County Public Schools,2238,95,
2400240,MARYLAND,Cecil County Public Schools,1230,91,
2400270,MARYLAND,Charles County Public Schools,2183,92,
2400300,MARYLAND,Dorchester County Public Schools,296,86,
2400330,MARYLAND,Frederick County Public Schools,3072,92,
2400360,MARYLAND,Garrett County Public Schools,299,92,
2400390,MARYLAND,Harford County Public Schools,2888,89,
2400420,MARYLAND,Howard County Public Schools,4242,93,
2400450,MARYLAND,Kent County Public Schools,140,85-89,
2400480,MARYLAND,Montgomery County Public Schools,11259,90,
2400510,MARYLAND,Prince George's County Public Schools,9015,81,
2400540,MARYLAND,Queen Anne's County Public Schools,543,96,
2400570,MARYLAND,Somerset County Public Schools,178,80-84,
2400600,MARYLAND,St. Mary's County Public Schools,1218,94,
2400630,MARYLAND,Talbot County Public Schools,352,86,
2400660,MARYLAND,Washingtion County Public Schools,1656,91,
2400690,MARYLAND,Wicomico County Public Schools,995,82,
2400720,MARYLAND,Worcester County Public Schools,503,92,
2500001,MASSACHUSETTS,Quabbin,204,86,
2500002,MASSACHUSETTS,Spencer-E Brookfield,112,70-74,
2500013,MASSACHUSETTS,Southwick-Tolland-Granville Regional School District,164,90-94,
2500021,MASSACHUSETTS,Academy Of the Pacific Rim Charter Public (District),56,GE90,
2500025,MASSACHUSETTS,Innovation Academy Charter (District),80,85-89,
2500026,MASSACHUSETTS,City on a Hill Charter Public School Circuit Street (Distric,59,60-69,
2500028,MASSACHUSETTS,Sabis International Charter (District),110,GE95,
2500031,MASSACHUSETTS,Hilltown Cooperative Charter Public (District),1,PS,
2500033,MASSACHUSETTS,Lowell Middlesex Academy Charter (District),42,44154,
2500035,MASSACHUSETTS,Martha's Vineyard Charter (District),7,GE50,
2500036,MASSACHUSETTS,Ma Academy for Math and Science,47,GE90,
2500038,MASSACHUSETTS,Francis W. Parker Charter Essential (District),54,80-89,
2500040,MASSACHUSETTS,South Shore Charter Public (District),40,GE90,
2500044,MASSACHUSETTS,Pioneer Valley Performing Arts Charter Public (District),68,90-94,
2500046,MASSACHUSETTS,Prospect Hill Academy Charter (District),78,90-94,
2500049,MASSACHUSETTS,Boston Day and Evening Academy Charter (District),153,44118,
2500051,MASSACHUSETTS,Abby Kelley Foster Charter Public (District),77,GE95,
2500052,MASSACHUSETTS,Foxborough Regional Charter (District),64,GE95,
2500053,MASSACHUSETTS,Boston Collegiate Charter (District),59,GE90,
2500054,MASSACHUSETTS,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,75,85-89,
2500055,MASSACHUSETTS,Mystic Valley Regional Charter (District),104,GE95,
2500057,MASSACHUSETTS,Rising Tide Charter Public (District),41,GE90,
2500058,MASSACHUSETTS,Sturgis Charter Public (District),200,GE95,
2500066,MASSACHUSETTS,MATCH Charter Public School (District),61,60-64,
2500067,MASSACHUSETTS,Manchester Essex Regional,115,GE95,
2500070,MASSACHUSETTS,Codman Academy Charter Public (District),24,60-79,
2500073,MASSACHUSETTS,Sizer School: A North Central Charter Essential (District),34,50-59,
2500076,MASSACHUSETTS,Four Rivers Charter Public (District),36,80-89,
2500079,MASSACHUSETTS,Berkshire Arts and Technology Charter Public (District),23,GE80,
2500080,MASSACHUSETTS,Boston Preparatory Charter Public (District),52,70-79,
2500082,MASSACHUSETTS,KIPP Academy Lynn Charter (District),77,85-89,
2500084,MASSACHUSETTS,Salem Academy Charter (District),47,80-89,
2500085,MASSACHUSETTS,Advanced Math and Science Academy Charter (District),181,GE95,
2500086,MASSACHUSETTS,Community Charter School of Cambridge (District),53,GE90,
2500090,MASSACHUSETTS,Phoenix Charter Academy (District),80,20-24,
2500518,MASSACHUSETTS,Pioneer Charter School of Science (District),55,GE90,
2500519,MASSACHUSETTS,Global Learning Charter Public (District),23,GE80,
2500522,MASSACHUSETTS,Hampden Charter School of Science (District),35,GE90,
2500526,MASSACHUSETTS,Boston Green Academy Horace Mann Charter School (District),64,75-79,
2500532,MASSACHUSETTS,New Liberty Charter School of Salem (District),26,LE20,
