STNAM,FIPST,LEAID,LEANM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
NEW YORK,36,3609090,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,239,92,1,PS,9,GE50,28,GE80,5,PS,3,PS,193,90-94,33,60-69,45,80-89,3,PS,1-Jul-17
NEW YORK,36,3609120,DOBBS FERRY UNION FREE SCHOOL DISTRICT,112,97.5,,,12,GE50,4,PS,18,GE80,3,PS,75,GE95,8,GE50,20,GE80,,,1-Jul-17
NEW YORK,36,3609210,DOVER UNION FREE SCHOOL DISTRICT,126,87,,,1,PS,6,GE50,11,GE50,1,PS,107,85-89,18,40-59,50,80-89,,,1-Jul-17
NEW YORK,36,3609240,DOWNSVILLE CENTRAL SCHOOL DISTRICT,25,90,,,,,1,PS,,,,,24,GE80,1,PS,12,GE50,,,1-Jul-17
NEW YORK,36,3609330,DRYDEN CENTRAL SCHOOL DISTRICT,119,82,,,1,PS,1,PS,4,PS,2,PS,111,80-84,21,21-39,33,50-59,,,1-Jul-17
NEW YORK,36,3609360,DUANESBURG CENTRAL SCHOOL DISTRICT,74,92,,,,,,,4,PS,,,70,90-94,7,GE50,12,GE50,,,1-Jul-17
NEW YORK,36,3609390,DUNDEE CENTRAL SCHOOL DISTRICT,73,87,1,PS,,,1,PS,,,,,71,85-89,8,LT50,35,70-79,,,1-Jul-17
NEW YORK,36,3609420,DUNKIRK CITY SCHOOL DISTRICT,175,77,,,,,9,GE50,65,65-69,3,PS,98,80-84,18,40-59,103,65-69,12,LT50,1-Jul-17
NEW YORK,36,3609540,EAST AURORA UNION FREE SCHOOL DISTRICT,148,97.5,1,PS,1,PS,2,PS,3,PS,,,141,GE95,6,GE50,17,GE80,,,1-Jul-17
NEW YORK,36,3609630,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,358,94,1,PS,11,GE50,14,GE50,15,GE50,13,GE50,304,95,58,80-89,61,75-79,3,PS,1-Jul-17
NEW YORK,36,3609660,EAST HAMPTON UNION FREE SCHOOL DISTRICT,203,84,,,3,PS,8,GE50,88,75-79,1,PS,103,90-94,18,60-79,68,75-79,15,LT50,1-Jul-17
NEW YORK,36,3609690,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,264,91,,,8,GE50,55,80-89,28,GE80,12,GE50,161,90-94,43,70-79,133,85-89,3,PS,1-Jul-17
NEW YORK,36,3609720,EAST ISLIP UNION FREE SCHOOL DISTRICT,358,92,,,3,PS,6,GE50,27,GE80,6,GE50,316,92,37,50-59,48,80-89,1,PS,1-Jul-17
NEW YORK,36,3609840,EAST MEADOW UNION FREE SCHOOL DISTRICT,592,96,,,109,GE95,8,GE50,96,GE95,1,PS,378,97,47,70-79,111,GE95,5,PS,1-Jul-17
NEW YORK,36,3609930,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,79,82,,,,,7,GE50,3,PS,,,69,80-84,13,LT50,34,70-79,,,1-Jul-17
NEW YORK,36,3609960,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,106,92,,,7,GE50,3,PS,17,GE80,,,79,90-94,14,GE50,29,GE80,1,PS,1-Jul-17
NEW YORK,36,3609990,EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,265,85,4,PS,5,PS,14,GE50,8,GE50,6,GE50,228,85-89,46,70-79,85,80-84,3,PS,1-Jul-17
NEW YORK,36,3610050,EAST WILLISTON UNION FREE SCHOOL DISTRICT,161,97.5,,,21,GE80,1,PS,7,GE50,,,132,GE95,16,60-79,10,GE50,1,PS,1-Jul-17
NEW YORK,36,3610080,EASTCHESTER UNION FREE SCHOOL DISTRICT,225,99.5,,,23,GE80,5,PS,21,GE80,1,PS,175,GE95,18,GE80,,,,,1-Jul-17
NEW YORK,36,3610140,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,13,24.5,,,,,6,GE50,6,LT50,,,1,PS,5,PS,13,LT50,,,1-Jul-17
NEW YORK,36,3610170,EDEN CENTRAL SCHOOL DISTRICT,130,97.5,,,,,1,PS,1,PS,,,128,GE95,18,GE80,23,60-79,,,1-Jul-17
NEW YORK,36,3610200,EDGEMONT UNION FREE SCHOOL DISTRICT,165,97.5,,,47,GE90,2,PS,14,GE50,8,GE50,94,GE95,26,GE80,,,3,PS,1-Jul-17
NEW YORK,36,3610260,EDMESTON CENTRAL SCHOOL DISTRICT,39,84.5,,,,,2,PS,1,PS,,,36,80-89,5,PS,10,GE50,,,1-Jul-17
NEW YORK,36,3610380,ELBA CENTRAL SCHOOL DISTRICT,35,95,,,,,,,5,PS,,,30,GE80,2,PS,9,GE50,1,PS,1-Jul-17
NEW YORK,36,3610410,ELDRED CENTRAL SCHOOL DISTRICT,55,84.5,,,,,2,PS,4,PS,,,49,80-89,6,GE50,12,GE50,,,1-Jul-17
NEW YORK,36,3610440,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,31,95,1,PS,,,1,PS,1,PS,,,28,GE80,9,GE50,14,GE50,,,1-Jul-17
NEW YORK,36,3610500,ELLENVILLE CENTRAL SCHOOL DISTRICT,130,72,,,2,PS,13,GE50,39,70-79,,,76,70-74,28,21-39,86,65-69,2,PS,1-Jul-17
NEW YORK,36,3610530,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,39,84.5,1,PS,3,PS,,,,,,,35,80-89,5,PS,12,GE50,,,1-Jul-17
NEW YORK,36,3610560,ELMIRA CITY SCHOOL DISTRICT,447,62,2,PS,2,PS,83,55-59,10,LT50,7,LT50,343,65,82,25-29,199,50-54,,,1-Jul-17
NEW YORK,36,3610590,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,87,72,1,PS,,,3,PS,4,PS,3,PS,76,70-74,17,21-39,33,60-69,,,1-Jul-17
NEW YORK,36,3610650,ELMSFORD UNION FREE SCHOOL DISTRICT,66,92,,,10,GE50,20,GE80,30,GE80,1,PS,5,PS,10,GE50,30,GE80,3,PS,1-Jul-17
NEW YORK,36,3610680,ELWOOD UNION FREE SCHOOL DISTRICT,211,97,,,19,GE80,27,GE80,20,GE80,1,PS,144,GE95,28,GE80,30,GE80,1,PS,1-Jul-17
NEW YORK,36,3610710,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,309,83,,,10,GE50,20,40-59,17,60-79,15,GE50,247,85-89,59,40-49,118,60-64,,,1-Jul-17
NEW YORK,36,3610860,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,50,95,,,,,,,,,,,50,GE90,6,GE50,13,GE50,,,1-Jul-17
NEW YORK,36,3610890,FAIRPORT CENTRAL SCHOOL DISTRICT,551,95,2,PS,20,GE80,22,60-79,13,GE50,1,PS,493,96,82,70-74,87,85-89,3,PS,1-Jul-17
NEW YORK,36,3610920,FALCONER CENTRAL SCHOOL DISTRICT,101,87,1,PS,,,1,PS,2,PS,,,97,85-89,12,LT50,38,80-89,,,1-Jul-17
NEW YORK,36,3610950,FALLSBURG CENTRAL SCHOOL DISTRICT,97,67,,,2,PS,13,GE50,29,40-59,,,53,70-79,14,LT50,58,60-69,6,LT50,1-Jul-17
NEW YORK,36,3610980,FARMINGDALE UNION FREE SCHOOL DISTRICT,488,92,,,31,GE90,37,80-89,67,80-84,,,353,94,64,75-79,108,85-89,7,LT50,1-Jul-17
NEW YORK,36,3611070,FILLMORE CENTRAL SCHOOL DISTRICT,60,84.5,1,PS,,,1,PS,,,,,58,80-89,12,GE50,21,60-79,,,1-Jul-17
NEW YORK,36,3611100,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,10,75,,,,,,,,,,,10,GE50,1,PS,,,,,1-Jul-17
NEW YORK,36,3611190,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,103,82,1,PS,,,,,3,PS,,,99,80-84,17,21-39,38,70-79,1,PS,1-Jul-17
NEW YORK,36,3611250,FORESTVILLE CENTRAL SCHOOL DISTRICT,41,95,,,,,,,4,PS,,,37,GE90,2,PS,24,GE80,1,PS,1-Jul-17
NEW YORK,36,3611280,FORT ANN CENTRAL SCHOOL DISTRICT,27,90,,,,,,,1,PS,,,26,GE80,2,PS,4,PS,,,1-Jul-17
NEW YORK,36,3611310,FORT EDWARD UNION FREE SCHOOL DISTRICT,33,74.5,1,PS,,,1,PS,,,1,PS,30,60-79,3,PS,14,GE50,,,1-Jul-17
NEW YORK,36,3611370,FORT PLAIN CENTRAL SCHOOL DISTRICT,53,84.5,,,1,PS,2,PS,2,PS,5,PS,43,80-89,9,GE50,27,GE80,,,1-Jul-17
NEW YORK,36,3611400,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,88,72,,,,,1,PS,1,PS,,,86,70-74,13,LT50,29,60-79,,,1-Jul-17
NEW YORK,36,3611430,FRANKLIN CENTRAL SCHOOL DISTRICT,25,90,1,PS,,,1,PS,1,PS,,,22,GE80,9,GE50,16,GE80,,,1-Jul-17
NEW YORK,36,3611490,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,68,92,,,,,2,PS,,,,,66,90-94,11,GE50,27,GE80,,,1-Jul-17
NEW YORK,36,3611520,FREDONIA CENTRAL SCHOOL DISTRICT,127,92,2,PS,4,PS,2,PS,10,GE50,,,109,90-94,7,LT50,24,GE80,,,1-Jul-17
NEW YORK,36,3611550,FREEPORT UNION FREE SCHOOL DISTRICT,474,82,5,PS,3,PS,162,85-89,266,75-79,7,GE50,31,80-89,62,65-69,260,85-89,31,30-39,1-Jul-17
NEW YORK,36,3611610,FREWSBURG CENTRAL SCHOOL DISTRICT,70,82,,,1,PS,,,,,,,69,80-84,15,GE50,23,GE80,,,1-Jul-17
NEW YORK,36,3611640,FRIENDSHIP CENTRAL SCHOOL DISTRICT,31,84.5,,,,,,,,,,,31,80-89,11,GE50,22,GE80,,,1-Jul-17
NEW YORK,36,3611670,FRONTIER CENTRAL SCHOOL DISTRICT,441,89,1,PS,2,PS,5,PS,12,GE50,4,PS,417,89,61,60-64,114,70-74,,,1-Jul-17
NEW YORK,36,3611700,FULTON CITY SCHOOL DISTRICT,277,71,,,4,PS,5,PS,13,LT50,1,PS,254,70-74,53,50-59,161,55-59,3,PS,1-Jul-17
NEW YORK,36,3611730,GALWAY CENTRAL SCHOOL DISTRICT,82,87,,,,,1,PS,4,PS,,,77,85-89,11,GE50,20,GE80,,,1-Jul-17
NEW YORK,36,3611740,GANANDA CENTRAL SCHOOL DISTRICT,77,92,,,1,PS,4,PS,2,PS,,,70,90-94,8,GE50,25,GE80,,,1-Jul-17
NEW YORK,36,3611760,GARDEN CITY UNION FREE SCHOOL DISTRICT,311,96,,,9,GE50,2,PS,10,GE50,,,290,GE95,33,60-69,10,GE50,1,PS,1-Jul-17
NEW YORK,36,3611880,GATES-CHILI CENTRAL SCHOOL DISTRICT,347,87,2,PS,19,GE80,61,85-89,27,60-79,7,GE50,231,90-94,59,70-79,133,80-84,3,PS,1-Jul-17
NEW YORK,36,3611910,GENERAL BROWN CENTRAL SCHOOL DISTRICT,99,92,1,PS,1,PS,,,3,PS,1,PS,93,90-94,14,GE50,31,GE90,,,1-Jul-17
NEW YORK,36,3611940,GENESEO CENTRAL SCHOOL DISTRICT,75,92,,,1,PS,2,PS,3,PS,,,69,90-94,11,GE50,16,GE80,,,1-Jul-17
NEW YORK,36,3611970,GENEVA CITY SCHOOL DISTRICT,182,82,,,4,PS,35,70-79,42,60-69,8,GE50,93,90-94,29,40-59,95,70-74,7,LT50,1-Jul-17
NEW YORK,36,3612030,GERMANTOWN CENTRAL SCHOOL DISTRICT,43,84.5,,,2,PS,,,1,PS,,,40,80-89,3,PS,14,GE50,,,1-Jul-17
NEW YORK,36,3612120,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,35,95,,,,,2,PS,1,PS,,,32,GE90,4,PS,17,GE80,,,1-Jul-17
NEW YORK,36,3612180,GLEN COVE CITY SCHOOL DISTRICT,232,77,,,11,GE50,25,40-59,117,65-69,,,79,90-94,38,50-59,118,75-79,21,21-39,1-Jul-17
NEW YORK,36,3612240,GLENS FALLS CITY SCHOOL DISTRICT,163,77,,,4,PS,7,GE50,7,LT50,1,PS,144,80-84,28,40-59,58,50-59,1,PS,1-Jul-17
NEW YORK,36,3612270,GLOVERSVILLE CITY SCHOOL DISTRICT,238,62,,,4,PS,16,60-79,5,PS,2,PS,211,65-69,54,20-29,139,60-64,1,PS,1-Jul-17
NEW YORK,36,3612300,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),121,87,1,PS,2,PS,1,PS,,,,,117,85-89,19,40-59,54,GE90,,,1-Jul-17
NEW YORK,36,3612330,GOSHEN CENTRAL SCHOOL DISTRICT,226,89,2,PS,4,PS,13,GE50,32,70-79,1,PS,174,GE95,30,60-79,44,80-89,2,PS,1-Jul-17
NEW YORK,36,3612360,GOUVERNEUR CENTRAL SCHOOL DISTRICT,114,77,,,2,PS,3,PS,4,PS,,,105,70-74,25,40-59,65,60-64,,,1-Jul-17
NEW YORK,36,3612390,GOWANDA CENTRAL SCHOOL DISTRICT,98,77,19,60-79,,,1,PS,3,PS,6,GE50,69,80-84,17,40-59,41,70-79,,,1-Jul-17
NEW YORK,36,3612400,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,12,75,,,,,9,GE50,3,PS,,,,,11,GE50,12,GE50,,,1-Jul-17
NEW YORK,36,3612450,GRANVILLE CENTRAL SCHOOL DISTRICT,107,77,,,,,,,1,PS,1,PS,105,70-74,23,21-39,49,50-59,,,1-Jul-17
NEW YORK,36,3612510,GREAT NECK UNION FREE SCHOOL DISTRICT,574,94,,,182,GE95,11,GE50,40,70-79,1,PS,340,96,83,70-74,75,90-94,21,40-59,1-Jul-17
NEW YORK,36,3612630,GREECE CENTRAL SCHOOL DISTRICT,911,90,1,PS,33,GE90,134,80-84,78,75-79,12,GE50,653,92,120,60-64,386,84,14,GE50,1-Jul-17
NEW YORK,36,3612660,GREEN ISLAND UNION FREE SCHOOL DISTRICT,19,49.5,,,1,PS,2,PS,,,,,16,40-59,2,PS,12,GE50,,,1-Jul-17
NEW YORK,36,3612720,GREENBURGH CENTRAL SCHOOL DISTRICT,137,87,,,12,GE50,72,85-89,36,80-89,1,PS,16,GE80,20,60-79,55,80-89,3,PS,1-Jul-17
NEW YORK,36,3612750,GREENE CENTRAL SCHOOL DISTRICT,86,87,,,,,3,PS,1,PS,,,82,85-89,13,LT50,38,80-89,,,1-Jul-17
NEW YORK,36,3612840,GREENPORT UNION FREE SCHOOL DISTRICT,66,77,,,,,11,GE50,18,40-59,,,37,80-89,8,GE50,24,40-59,5,PS,1-Jul-17
NEW YORK,36,3612870,GREENVILLE CENTRAL SCHOOL DISTRICT,89,82,1,PS,1,PS,,,,,,,87,80-84,23,40-59,29,GE80,1,PS,1-Jul-17
NEW YORK,36,3612900,GREENWICH CENTRAL SCHOOL DISTRICT,88,87,,,2,PS,1,PS,,,,,85,85-89,10,LT50,20,60-79,,,1-Jul-17
NEW YORK,36,3612990,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,150,92,3,PS,3,PS,1,PS,,,3,PS,140,90-94,20,60-79,35,80-89,,,1-Jul-17
NEW YORK,36,3613020,GROTON CENTRAL SCHOOL DISTRICT,55,74.5,,,,,1,PS,1,PS,,,53,70-79,14,LT50,24,40-59,,,1-Jul-17
NEW YORK,36,3613080,GUILDERLAND CENTRAL SCHOOL DISTRICT,426,93,,,27,GE80,27,GE80,13,GE50,6,GE50,353,94,79,70-74,54,80-89,5,PS,1-Jul-17
NEW YORK,36,3613110,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,60,84.5,,,1,PS,,,2,PS,,,57,80-89,9,GE50,27,60-79,,,1-Jul-17
NEW YORK,36,3613230,HALDANE CENTRAL SCHOOL DISTRICT,80,97.5,1,PS,5,PS,,,5,PS,,,69,GE95,11,GE50,7,GE50,1,PS,1-Jul-17
NEW YORK,36,3613290,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,880,96,1,PS,114,GE95,133,GE95,57,80-89,9,GE50,566,97,120,80-84,145,90-94,4,PS,1-Jul-17
NEW YORK,36,3613350,HAMBURG CENTRAL SCHOOL DISTRICT,315,93,1,PS,3,PS,6,GE50,1,PS,2,PS,302,93,38,60-69,52,GE90,,,1-Jul-17
NEW YORK,36,3613380,HAMILTON CENTRAL SCHOOL DISTRICT,48,95,,,1,PS,,,1,PS,1,PS,45,GE90,7,GE50,13,GE50,,,1-Jul-17
NEW YORK,36,3613440,HAMMOND CENTRAL SCHOOL DISTRICT,32,84.5,,,,,1,PS,,,,,31,80-89,6,LT50,12,GE50,,,1-Jul-17
NEW YORK,36,3613470,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,40,84.5,,,1,PS,1,PS,1,PS,1,PS,36,80-89,7,LT50,19,60-79,,,1-Jul-17
NEW YORK,36,3613530,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,155,87,,,1,PS,2,PS,60,70-79,1,PS,91,GE95,24,60-79,58,80-89,11,LT50,1-Jul-17
NEW YORK,36,3613560,HANCOCK CENTRAL SCHOOL DISTRICT,37,84.5,,,,,,,3,PS,,,34,80-89,5,PS,18,GE80,,,1-Jul-17
NEW YORK,36,3613590,HANNIBAL CENTRAL SCHOOL DISTRICT,112,62,,,1,PS,4,PS,4,PS,1,PS,102,60-64,13,LT50,58,40-49,,,1-Jul-17
NEW YORK,36,3613620,HARBORFIELDS CENTRAL SCHOOL DISTRICT,295,98,,,9,GE50,15,GE50,16,GE80,2,PS,253,GE95,39,80-89,27,GE80,,,1-Jul-17
NEW YORK,36,3613710,HARPURSVILLE CENTRAL SCHOOL DISTRICT,59,84.5,,,1,PS,,,,,,,58,80-89,12,GE50,33,70-79,,,1-Jul-17
NEW YORK,36,3613740,HARRISON CENTRAL SCHOOL DISTRICT,252,96,,,11,GE50,5,PS,54,GE90,1,PS,181,GE95,27,GE80,47,GE90,6,GE50,1-Jul-17
NEW YORK,36,3613770,HARRISVILLE CENTRAL SCHOOL DISTRICT,30,69.5,,,,,,,,,,,30,60-79,4,PS,11,GE50,,,1-Jul-17
NEW YORK,36,3613830,HARTFORD CENTRAL SCHOOL DISTRICT,39,84.5,,,,,1,PS,,,,,38,80-89,2,PS,16,60-79,,,1-Jul-17
NEW YORK,36,3613950,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,119,92,,,8,GE50,5,PS,12,GE50,4,PS,90,90-94,19,60-79,6,GE50,1,PS,1-Jul-17
NEW YORK,36,3613980,HAUPPAUGE UNION FREE SCHOOL DISTRICT,371,95,,,25,GE80,14,GE50,24,GE80,1,PS,307,95,40,60-69,36,GE90,1,PS,1-Jul-17
NEW YORK,36,3614010,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),679,84,2,PS,23,GE80,93,85-89,300,70-74,1,PS,260,GE95,104,65-69,297,70-74,41,20-29,1-Jul-17
NEW YORK,36,3614070,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,22,10,1,PS,,,8,LT50,9,LT50,1,PS,3,PS,13,LT50,21,LE20,,,1-Jul-17
NEW YORK,36,3614130,HEMPSTEAD UNION FREE SCHOOL DISTRICT,446,48,1,PS,4,PS,194,50-54,241,40-44,,,6,GE50,63,25-29,260,65-69,98,25-29,1-Jul-17
NEW YORK,36,3614190,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,216,95,1,PS,12,GE50,7,GE50,38,80-89,9,GE50,149,GE95,21,40-59,29,60-79,2,PS,1-Jul-17
NEW YORK,36,3614220,HERKIMER CENTRAL SCHOOL DISTRICT,88,82,,,,,2,PS,,,1,PS,85,80-84,14,LT50,24,GE80,,,1-Jul-17
NEW YORK,36,3614250,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,35,84.5,,,,,,,,,,,35,80-89,11,GE50,18,60-79,,,1-Jul-17
NEW YORK,36,3614280,HERRICKS UNION FREE SCHOOL DISTRICT,343,97,,,188,GE95,3,PS,22,GE80,,,130,GE95,39,70-79,23,GE80,6,GE50,1-Jul-17
NEW YORK,36,3614310,HEUVELTON CENTRAL SCHOOL DISTRICT,36,84.5,1,PS,,,,,1,PS,,,34,80-89,6,GE50,19,GE80,,,1-Jul-17
NEW YORK,36,3614340,HICKSVILLE UNION FREE SCHOOL DISTRICT,415,92,,,120,90-94,8,GE50,89,80-84,3,PS,195,GE95,36,60-69,137,90-94,13,LT50,1-Jul-17
NEW YORK,36,3614400,HIGHLAND CENTRAL SCHOOL DISTRICT,161,87,1,PS,8,GE50,12,GE50,9,GE50,3,PS,128,85-89,18,60-79,55,70-79,,,1-Jul-17
NEW YORK,36,3614430,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,130,92,,,6,GE50,13,GE50,25,60-79,3,PS,83,90-94,7,LT50,31,70-79,5,PS,1-Jul-17
NEW YORK,36,3614460,HILTON CENTRAL SCHOOL DISTRICT,370,94,1,PS,4,PS,13,GE50,16,GE80,6,GE50,330,96,50,80-89,99,90-94,1,PS,1-Jul-17
NEW YORK,36,3614490,HINSDALE CENTRAL SCHOOL DISTRICT,27,90,,,1,PS,,,1,PS,,,25,GE80,1,PS,17,GE80,,,1-Jul-17
NEW YORK,36,3614550,HOLLAND CENTRAL SCHOOL DISTRICT,79,92,,,,,,,1,PS,,,78,90-94,12,GE50,14,GE50,,,1-Jul-17
NEW YORK,36,3614580,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,131,92,,,,,1,PS,,,2,PS,128,GE95,15,GE50,44,GE90,,,1-Jul-17
NEW YORK,36,3614610,HOLLEY CENTRAL SCHOOL DISTRICT,86,92,,,,,,,5,PS,3,PS,78,90-94,18,60-79,42,80-89,1,PS,1-Jul-17
NEW YORK,36,3614640,HOMER CENTRAL SCHOOL DISTRICT,183,87,,,3,PS,,,4,PS,,,176,85-89,44,60-69,63,75-79,1,PS,1-Jul-17
NEW YORK,36,3614670,HONEOYE CENTRAL SCHOOL DISTRICT,68,92,,,1,PS,,,2,PS,,,65,90-94,13,GE50,14,GE50,,,1-Jul-17
NEW YORK,36,3614700,HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT,191,97.5,,,,,2,PS,5,PS,2,PS,182,GE95,28,GE80,25,GE80,,,1-Jul-17
NEW YORK,36,3614730,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,89,87,,,,,1,PS,,,3,PS,85,85-89,20,40-59,27,60-79,,,1-Jul-17
NEW YORK,36,3614760,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,81,92,,,,,,,1,PS,,,80,90-94,10,GE50,28,GE80,,,1-Jul-17
NEW YORK,36,3614820,HORNELL CITY SCHOOL DISTRICT,109,72,,,1,PS,2,PS,4,PS,1,PS,101,75-79,22,40-59,41,60-69,1,PS,1-Jul-17
NEW YORK,36,3614850,HORSEHEADS CENTRAL SCHOOL DISTRICT,323,85,1,PS,12,GE50,9,GE50,14,GE50,4,PS,283,85-89,31,40-49,101,75-79,,,1-Jul-17
NEW YORK,36,3614880,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,34,95,,,,,1,PS,1,PS,,,32,GE90,3,PS,16,GE80,,,1-Jul-17
NEW YORK,36,3614940,HUDSON CITY SCHOOL DISTRICT,142,77,,,16,GE80,41,60-69,13,GE50,7,GE50,65,80-84,28,40-59,83,75-79,6,GE50,1-Jul-17
NEW YORK,36,3614970,HUDSON FALLS CENTRAL SCHOOL DISTRICT,155,72,1,PS,2,PS,1,PS,,,,,151,70-74,29,21-39,79,70-74,,,1-Jul-17
NEW YORK,36,3615030,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,12,24.5,,,,,2,PS,,,1,PS,9,LT50,8,LT50,12,LT50,,,1-Jul-17
NEW YORK,36,3615060,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,25,90,,,,,,,,,,,25,GE80,6,GE50,12,GE50,,,1-Jul-17
NEW YORK,36,3615090,HUNTINGTON UNION FREE SCHOOL DISTRICT,316,87,,,6,GE50,40,60-69,79,80-84,7,GE50,184,GE95,59,50-59,107,75-79,9,LT50,1-Jul-17
NEW YORK,36,3615180,HYDE PARK CENTRAL SCHOOL DISTRICT,349,79,,,7,GE50,44,70-79,34,60-69,6,LT50,258,80-84,52,50-59,134,60-64,3,PS,1-Jul-17
NEW YORK,36,3615210,KINDERHOOK CENTRAL SCHOOL DISTRICT,167,87,,,2,PS,3,PS,3,PS,,,159,85-89,26,60-79,38,70-79,1,PS,1-Jul-17
NEW YORK,36,3615270,INDIAN LAKE CENTRAL SCHOOL DISTRICT,17,90,,,,,,,,,1,PS,16,GE80,2,PS,4,PS,,,1-Jul-17
NEW YORK,36,3615300,INDIAN RIVER CENTRAL SCHOOL DISTRICT,219,90,2,PS,12,GE50,27,GE80,25,GE80,9,GE50,144,85-89,29,60-79,88,85-89,,,1-Jul-17
NEW YORK,36,3615360,IROQUOIS CENTRAL SCHOOL DISTRICT,216,94,1,PS,3,PS,,,4,PS,4,PS,204,90-94,30,60-79,36,80-89,,,1-Jul-17
NEW YORK,36,3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,312,97,,,11,GE50,21,GE80,37,GE90,7,GE50,236,GE95,25,GE80,72,90-94,4,PS,1-Jul-17
NEW YORK,36,3615450,IRVINGTON UNION FREE SCHOOL DISTRICT,126,97.5,,,11,GE50,4,PS,7,GE50,,,104,GE95,15,GE50,13,GE50,1,PS,1-Jul-17
NEW YORK,36,3615510,ISLAND TREES UNION FREE SCHOOL DISTRICT,209,95,,,21,GE80,1,PS,30,GE80,,,157,GE95,26,60-79,33,80-89,2,PS,1-Jul-17
NEW YORK,36,3615540,ISLIP UNION FREE SCHOOL DISTRICT,276,97,,,9,GE50,15,GE50,44,GE90,2,PS,206,GE95,28,GE80,55,GE90,2,PS,1-Jul-17
NEW YORK,36,3615570,ITHACA CITY SCHOOL DISTRICT,419,89,3,PS,51,GE90,44,80-89,25,60-79,14,GE50,282,90-94,46,50-59,108,85-89,10,GE50,1-Jul-17
NEW YORK,36,3615630,JAMESTOWN CITY SCHOOL DISTRICT,355,77,2,PS,1,PS,17,40-59,63,55-59,34,70-79,238,80-84,50,40-49,223,75-79,6,LT50,1-Jul-17
NEW YORK,36,3615720,JEFFERSON CENTRAL SCHOOL DISTRICT,38,74.5,,,,,,,,,,,38,70-79,7,LT50,17,60-79,,,1-Jul-17
NEW YORK,36,3615780,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,288,93,,,15,GE50,3,PS,55,70-79,4,PS,211,GE95,43,80-89,54,80-89,14,LT50,1-Jul-17
NEW YORK,36,3615810,JERICHO UNION FREE SCHOOL DISTRICT,288,98,,,134,GE95,5,PS,6,GE50,,,143,GE95,29,GE80,18,GE80,6,GE50,1-Jul-17
NEW YORK,36,3615870,JOHNSBURG CENTRAL SCHOOL DISTRICT,32,95,,,,,,,,,,,32,GE90,,,14,GE50,,,1-Jul-17
NEW YORK,36,3615900,JOHNSON CITY CENTRAL SCHOOL DISTRICT,185,82,1,PS,14,GE50,21,60-79,20,GE80,6,GE50,123,85-89,34,40-49,108,75-79,3,PS,1-Jul-17
NEW YORK,36,3615980,JOHNSTOWN CITY SCHOOL DISTRICT,138,82,2,PS,2,PS,1,PS,2,PS,,,131,80-84,15,LT50,65,70-74,,,1-Jul-17
