STNAM,FIPST,LEAID,LEANM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
NEW YORK,36,3601006,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,63,62,,,3,PS,53,60-69,4,PS,,,3,PS,,,52,60-69,2,PS,1-Jul-17
NEW YORK,36,3601008,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,52,95,,,,,41,GE90,5,PS,1,PS,5,PS,8,GE50,51,GE90,,,1-Jul-17
NEW YORK,36,3601022,HEALTH SCIENCES CHARTER SCHOOL,109,82,,,,,86,85-89,7,GE50,6,GE50,10,GE50,20,60-79,94,80-84,1,PS,1-Jul-17
NEW YORK,36,3601036,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,109,52,,,3,PS,39,40-49,63,50-54,2,PS,2,PS,25,21-39,94,50-54,3,PS,1-Jul-17
NEW YORK,36,3601041,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE),105,72,1,PS,1,PS,33,70-79,66,70-74,2,PS,2,PS,19,40-59,74,70-74,12,GE50,1-Jul-17
NEW YORK,36,3601043,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,78,37,,,1,PS,42,50-59,33,LE10,2,PS,,,25,21-39,57,30-39,4,PS,1-Jul-17
NEW YORK,36,3601047,NEW VISIONS CHARTER HS-ADV MATH/SCIE,116,92,,,2,PS,51,GE90,63,90-94,,,,,13,GE50,95,90-94,1,PS,1-Jul-17
NEW YORK,36,3601057,ROADS CHARTER SCHOOL 1,26,10,,,,,18,LE20,8,LT50,,,,,8,LT50,24,LE20,1,PS,1-Jul-17
NEW YORK,36,3601061,NEW DAWN CHARTER HIGH SCHOOL,101,22,,,1,PS,58,19-Nov,38,20-29,1,PS,3,PS,37,20-29,81,20-24,4,PS,1-Jul-17
NEW YORK,36,3601073,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II,7,24.5,,,,,2,PS,5,PS,,,,,,,6,LT50,,,1-Jul-17
NEW YORK,36,3601087,CENTRAL VALLEY CSD AT ILION-MOHAWK,172,87,,,3,PS,6,GE50,2,PS,,,161,85-89,26,40-59,82,75-79,,,1-Jul-17
NEW YORK,36,3601104,NEWBURGH PREPARATORY CHARTER HIGH SCHOOL,23,49.5,,,,,10,GE50,6,LT50,,,7,LT50,4,PS,23,40-59,,,1-Jul-17
NEW YORK,36,3601107,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,60,74.5,,,,,1,PS,,,,,59,70-79,10,LT50,30,60-79,,,1-Jul-17
NEW YORK,36,3602340,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,153,87,,,1,PS,2,PS,,,1,PS,149,85-89,23,40-59,62,75-79,1,PS,1-Jul-17
NEW YORK,36,3602370,ADDISON CENTRAL SCHOOL DISTRICT,98,82,,,,,2,PS,2,PS,1,PS,93,80-84,21,40-59,42,70-79,,,1-Jul-17
NEW YORK,36,3602400,AFTON CENTRAL SCHOOL DISTRICT,56,84.5,1,PS,1,PS,,,,,1,PS,53,80-89,8,GE50,28,GE80,,,1-Jul-17
NEW YORK,36,3602430,AKRON CENTRAL SCHOOL DISTRICT,115,92,14,GE50,,,,,1,PS,1,PS,99,90-94,15,GE50,34,80-89,,,1-Jul-17
NEW YORK,36,3602460,ALBANY CITY SCHOOL DISTRICT,646,57,1,PS,58,40-49,347,55,76,45-49,18,40-59,146,70-74,119,30-34,298,45-49,55,19-Nov,1-Jul-17
NEW YORK,36,3602520,ALBION CENTRAL SCHOOL DISTRICT,143,92,1,PS,2,PS,8,GE50,10,GE50,,,122,90-94,17,40-59,65,80-84,,,1-Jul-17
NEW YORK,36,3602550,ALDEN CENTRAL SCHOOL DISTRICT,157,92,,,2,PS,2,PS,1,PS,1,PS,151,90-94,20,60-79,52,GE90,2,PS,1-Jul-17
NEW YORK,36,3602580,ALEXANDER CENTRAL SCHOOL DISTRICT,71,87,,,1,PS,1,PS,1,PS,,,68,85-89,7,LT50,24,GE80,,,1-Jul-17
NEW YORK,36,3602670,ALEXANDRIA CENTRAL SCHOOL DISTRICT,41,84.5,,,,,1,PS,,,,,40,80-89,5,PS,19,GE80,,,1-Jul-17
NEW YORK,36,3602700,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,52,95,,,1,PS,,,,,,,51,GE90,6,GE50,17,GE80,,,1-Jul-17
NEW YORK,36,3602730,WINDSOR CENTRAL SCHOOL DISTRICT,146,92,,,3,PS,6,GE50,1,PS,,,136,90-94,20,60-79,74,80-84,,,1-Jul-17
NEW YORK,36,3602820,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,106,72,,,,,1,PS,,,1,PS,104,70-74,15,LT50,61,65-69,,,1-Jul-17
NEW YORK,36,3602920,AMHERST CENTRAL SCHOOL DISTRICT,192,87,,,4,PS,32,80-89,9,GE50,3,PS,144,90-94,19,21-39,49,80-89,3,PS,1-Jul-17
NEW YORK,36,3602940,AMITYVILLE UNION FREE SCHOOL DISTRICT,236,77,2,PS,2,PS,130,80-84,76,70-74,2,PS,24,60-79,43,50-59,159,75-79,16,21-39,1-Jul-17
NEW YORK,36,3602970,AMSTERDAM CITY SCHOOL DISTRICT,287,66,,,1,PS,22,40-59,110,50-54,,,154,75-79,62,30-34,123,50-54,6,LT50,1-Jul-17
NEW YORK,36,3603000,ANDES CENTRAL SCHOOL DISTRICT,7,75,,,,,,,,,,,7,GE50,1,PS,4,PS,,,1-Jul-17
NEW YORK,36,3603030,ANDOVER CENTRAL SCHOOL DISTRICT,27,69.5,,,,,,,,,,,27,60-79,4,PS,13,GE50,,,1-Jul-17
NEW YORK,36,3603060,SCHENEVUS CENTRAL SCHOOL DISTRICT,19,90,,,,,,,,,,,19,GE80,7,GE50,10,GE50,,,1-Jul-17
NEW YORK,36,3603180,ARDSLEY UNION FREE SCHOOL DISTRICT,178,97.5,,,27,GE80,11,GE50,11,GE50,1,PS,128,GE95,30,60-79,12,GE50,1,PS,1-Jul-17
NEW YORK,36,3603210,ARGYLE CENTRAL SCHOOL DISTRICT,46,95,,,1,PS,,,1,PS,1,PS,43,GE90,4,PS,10,GE50,,,1-Jul-17
NEW YORK,36,3603240,ARKPORT CENTRAL SCHOOL DISTRICT,35,95,,,,,,,,,,,35,GE90,4,PS,10,GE50,,,1-Jul-17
NEW YORK,36,3603270,ARLINGTON CENTRAL SCHOOL DISTRICT,844,87,,,30,GE80,54,70-79,76,75-79,7,GE50,677,88,125,55-59,176,75-79,4,PS,1-Jul-17
NEW YORK,36,3603420,ATTICA CENTRAL SCHOOL DISTRICT,113,92,1,PS,1,PS,,,,,1,PS,110,90-94,16,60-79,31,80-89,,,1-Jul-17
NEW YORK,36,3603480,AUBURN CITY SCHOOL DISTRICT,347,75,1,PS,9,GE50,33,70-79,12,GE50,4,PS,288,75-79,47,30-39,148,55-59,,,1-Jul-17
NEW YORK,36,3603630,AVOCA CENTRAL SCHOOL DISTRICT,34,95,,,,,,,1,PS,,,33,GE90,4,PS,13,GE50,,,1-Jul-17
NEW YORK,36,3603660,AVON CENTRAL SCHOOL DISTRICT,81,92,,,,,1,PS,2,PS,,,78,90-94,6,LT50,23,GE80,,,1-Jul-17
NEW YORK,36,3603720,BABYLON UNION FREE SCHOOL DISTRICT,143,92,,,3,PS,8,GE50,13,GE50,1,PS,118,90-94,20,GE80,33,80-89,2,PS,1-Jul-17
NEW YORK,36,3603810,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,72,87,,,,,,,2,PS,1,PS,69,85-89,15,GE50,35,80-89,,,1-Jul-17
NEW YORK,36,3603840,BALDWIN UNION FREE SCHOOL DISTRICT,427,90,,,17,GE80,206,85-89,81,80-84,8,GE50,115,GE95,76,60-64,73,75-79,10,GE50,1-Jul-17
NEW YORK,36,3603870,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,482,94,2,PS,9,GE50,9,GE50,10,GE50,11,GE50,441,94,56,60-69,83,80-84,1,PS,1-Jul-17
NEW YORK,36,3603930,BALLSTON SPA CENTRAL SCHOOL DISTRICT,339,89,,,3,PS,7,GE50,5,PS,,,324,88,36,40-49,103,75-79,2,PS,1-Jul-17
NEW YORK,36,3603960,BARKER CENTRAL SCHOOL DISTRICT,86,92,,,,,4,PS,9,GE50,2,PS,71,90-94,8,GE50,30,GE80,1,PS,1-Jul-17
NEW YORK,36,3603990,BATAVIA CITY SCHOOL DISTRICT,186,87,,,2,PS,14,GE50,8,GE50,12,GE50,150,85-89,25,40-59,80,70-74,1,PS,1-Jul-17
NEW YORK,36,3604050,BATH CENTRAL SCHOOL DISTRICT,124,87,,,1,PS,4,PS,,,,,119,85-89,11,GE50,57,80-89,,,1-Jul-17
NEW YORK,36,3604080,BAY SHORE UNION FREE SCHOOL DISTRICT,465,91,,,16,GE80,103,90-94,194,85-89,2,PS,150,GE95,67,70-74,221,85-89,14,LT50,1-Jul-17
NEW YORK,36,3604110,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,195,97.5,1,PS,5,PS,3,PS,9,GE50,1,PS,176,GE95,24,60-79,22,GE80,1,PS,1-Jul-17
NEW YORK,36,3604140,BEACON CITY SCHOOL DISTRICT,238,79,,,6,GE50,54,70-79,56,60-69,11,GE50,111,90-94,40,50-59,107,70-74,3,PS,1-Jul-17
NEW YORK,36,3604200,BEAVER RIVER CENTRAL SCHOOL DISTRICT,74,97.5,,,,,1,PS,1,PS,,,72,GE95,5,PS,37,GE90,,,1-Jul-17
NEW YORK,36,3604290,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,140,77,,,,,4,PS,,,,,136,80-84,33,50-59,61,65-69,,,1-Jul-17
NEW YORK,36,3604350,BELFAST CENTRAL SCHOOL DISTRICT,26,69.5,,,,,,,3,PS,,,23,60-79,3,PS,12,GE50,,,1-Jul-17
NEW YORK,36,3604370,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,35,84.5,1,PS,,,,,3,PS,,,31,GE90,4,PS,11,GE50,1,PS,1-Jul-17
NEW YORK,36,3604530,BEMUS POINT CENTRAL SCHOOL DISTRICT,52,95,,,,,,,,,1,PS,51,GE90,4,PS,7,GE50,,,1-Jul-17
NEW YORK,36,3604590,BERKSHIRE UNION FREE SCHOOL DISTRICT,8,24.5,,,,,3,PS,1,PS,,,4,PS,5,PS,8,LT50,,,1-Jul-17
NEW YORK,36,3604620,BERLIN CENTRAL SCHOOL DISTRICT,72,92,,,,,,,1,PS,,,71,90-94,10,GE50,30,GE80,,,1-Jul-17
NEW YORK,36,3604650,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,86,87,,,1,PS,1,PS,,,2,PS,82,85-89,14,GE50,20,60-79,,,1-Jul-17
NEW YORK,36,3604710,BETHLEHEM CENTRAL SCHOOL DISTRICT,391,93,1,PS,23,GE80,5,PS,10,GE50,1,PS,351,94,20,60-79,36,80-89,1,PS,1-Jul-17
NEW YORK,36,3604740,BETHPAGE UNION FREE SCHOOL DISTRICT,235,97,1,PS,27,GE80,1,PS,21,GE80,,,185,GE95,21,60-79,39,GE90,1,PS,1-Jul-17
NEW YORK,36,3604757,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,39,84.5,,,,,,,1,PS,,,38,80-89,3,PS,23,60-79,,,1-Jul-17
NEW YORK,36,3604758,KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,6,24.5,,,,,,,,,,,6,LT50,6,LT50,6,LT50,6,LT50,1-Jul-17
NEW YORK,36,3604870,BINGHAMTON CITY SCHOOL DISTRICT,410,61,1,PS,12,GE50,120,50-54,43,40-49,18,40-59,216,65-69,68,20-24,254,55-59,7,LT50,1-Jul-17
NEW YORK,36,3604920,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,83,92,1,PS,,,1,PS,1,PS,1,PS,79,90-94,8,LT50,20,GE80,,,1-Jul-17
NEW YORK,36,3605010,BOLTON CENTRAL SCHOOL DISTRICT,22,90,,,,,2,PS,1,PS,,,19,GE80,1,PS,5,PS,,,1-Jul-17
NEW YORK,36,3605040,ADIRONDACK CENTRAL SCHOOL DISTRICT,103,87,,,1,PS,1,PS,,,,,101,85-89,11,GE50,87,90-94,,,1-Jul-17
NEW YORK,36,3605220,BRADFORD CENTRAL SCHOOL DISTRICT,17,49.5,,,,,,,,,1,PS,16,40-59,5,PS,8,GE50,,,1-Jul-17
NEW YORK,36,3605280,BRENTWOOD UNION FREE SCHOOL DISTRICT,1290,76,,,34,80-89,201,85-89,945,72,1,PS,109,85-89,152,60-64,987,79,176,25-29,1-Jul-17
NEW YORK,36,3605310,BREWSTER CENTRAL SCHOOL DISTRICT,334,88,,,11,GE50,8,GE50,61,80-84,5,PS,249,90-94,55,50-59,66,70-74,4,PS,1-Jul-17
NEW YORK,36,3605340,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,162,97.5,,,17,GE80,3,PS,9,GE50,,,133,GE95,7,GE50,8,GE50,,,1-Jul-17
NEW YORK,36,3605460,BRIGHTON CENTRAL SCHOOL DISTRICT,295,96,,,40,GE90,30,GE80,14,GE50,4,PS,207,GE95,34,80-89,37,80-89,3,PS,1-Jul-17
NEW YORK,36,3605520,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),98,92,,,2,PS,,,1,PS,,,95,85-89,7,GE50,26,GE80,,,1-Jul-17
NEW YORK,36,3605580,BROCKPORT CENTRAL SCHOOL DISTRICT,308,92,,,3,PS,18,GE80,18,60-79,4,PS,265,90-94,36,60-69,112,80-84,1,PS,1-Jul-17
NEW YORK,36,3605610,BROCTON CENTRAL SCHOOL DISTRICT,42,95,,,,,2,PS,3,PS,,,37,GE90,3,PS,25,GE80,,,1-Jul-17
NEW YORK,36,3605640,BRONXVILLE UNION FREE SCHOOL DISTRICT,113,97.5,5,PS,1,PS,,,3,PS,,,104,GE95,3,PS,,,1,PS,1-Jul-17
NEW YORK,36,3605670,BROOKFIELD CENTRAL SCHOOL DISTRICT,11,75,,,,,,,,,,,11,GE50,1,PS,4,PS,,,1-Jul-17
NEW YORK,36,3605820,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,58,84.5,,,,,,,,,,,58,80-89,5,PS,31,70-79,,,1-Jul-17
NEW YORK,36,3605850,BUFFALO CITY SCHOOL DISTRICT,2405,63,23,40-59,195,50-54,1236,63,376,51,26,40-59,549,74,477,38,1497,63,248,25-29,1-Jul-17
NEW YORK,36,3605940,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,288,97,1,PS,,,3,PS,2,PS,2,PS,280,GE95,31,80-89,23,GE80,,,1-Jul-17
NEW YORK,36,3606060,BYRAM HILLS CENTRAL SCHOOL DISTRICT,209,99.5,,,12,GE50,1,PS,3,PS,,,193,GE95,26,GE80,5,PS,,,1-Jul-17
NEW YORK,36,3606090,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,102,97.5,,,1,PS,1,PS,4,PS,,,96,GE95,6,GE50,36,80-89,,,1-Jul-17
NEW YORK,36,3606160,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,118,82,2,PS,1,PS,2,PS,10,GE50,4,PS,99,80-84,17,21-39,56,70-79,,,1-Jul-17
NEW YORK,36,3606180,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,79,87,,,1,PS,1,PS,,,3,PS,74,85-89,14,GE50,14,GE50,,,1-Jul-17
NEW YORK,36,3606210,CAMBRIDGE CENTRAL SCHOOL DISTRICT,64,87,,,,,2,PS,3,PS,1,PS,58,GE90,12,GE50,21,GE80,,,1-Jul-17
NEW YORK,36,3606240,CAMDEN CENTRAL SCHOOL DISTRICT,185,92,,,,,2,PS,1,PS,,,182,90-94,17,40-59,72,85-89,,,1-Jul-17
NEW YORK,36,3606300,CANAJOHARIE CENTRAL SCHOOL DISTRICT,77,77,,,,,2,PS,,,,,75,75-79,11,LT50,37,70-79,,,1-Jul-17
NEW YORK,36,3606330,CANANDAIGUA CITY SCHOOL DISTRICT,313,90,1,PS,4,PS,8,GE50,5,PS,2,PS,293,90-94,40,60-69,78,75-79,1,PS,1-Jul-17
NEW YORK,36,3606360,CANASERAGA CENTRAL SCHOOL DISTRICT,25,90,1,PS,,,,,,,,,24,GE80,3,PS,14,GE50,,,1-Jul-17
NEW YORK,36,3606390,CANASTOTA CENTRAL SCHOOL DISTRICT,121,77,1,PS,,,2,PS,5,PS,5,PS,108,75-79,21,40-59,34,70-79,,,1-Jul-17
NEW YORK,36,3606420,CANDOR CENTRAL SCHOOL DISTRICT,65,87,,,,,2,PS,,,,,63,85-89,10,GE50,30,GE80,,,1-Jul-17
NEW YORK,36,3606470,CANTON CENTRAL SCHOOL DISTRICT,92,77,,,2,PS,3,PS,1,PS,2,PS,84,80-84,20,21-39,39,50-59,,,1-Jul-17
NEW YORK,36,3606500,SPACKENKILL UNION FREE SCHOOL DISTRICT,131,97.5,1,PS,19,GE80,13,GE50,16,GE80,2,PS,80,GE95,11,GE50,20,GE80,,,1-Jul-17
NEW YORK,36,3606540,CARLE PLACE UNION FREE SCHOOL DISTRICT,89,92,,,6,GE50,1,PS,14,GE50,,,68,GE95,8,GE50,14,GE50,5,PS,1-Jul-17
NEW YORK,36,3606570,CARMEL CENTRAL SCHOOL DISTRICT,344,91,1,PS,10,GE50,12,GE50,73,85-89,2,PS,246,90-94,49,60-69,66,80-84,4,PS,1-Jul-17
NEW YORK,36,3606630,CARTHAGE CENTRAL SCHOOL DISTRICT,226,88,2,PS,4,PS,13,GE50,19,GE80,17,GE80,171,85-89,36,50-59,69,75-79,,,1-Jul-17
NEW YORK,36,3606660,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,90,87,,,,,2,PS,1,PS,1,PS,86,85-89,11,GE50,47,80-89,,,1-Jul-17
NEW YORK,36,3606690,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,82,92,3,PS,,,,,1,PS,2,PS,76,90-94,6,GE50,28,GE80,,,1-Jul-17
NEW YORK,36,3606720,CATSKILL CENTRAL SCHOOL DISTRICT,134,87,,,4,PS,13,GE50,9,GE50,,,108,85-89,33,70-79,67,75-79,,,1-Jul-17
NEW YORK,36,3606780,CAZENOVIA CENTRAL SCHOOL DISTRICT,147,97.5,2,PS,1,PS,1,PS,1,PS,,,142,GE95,22,GE80,25,GE80,1,PS,1-Jul-17
NEW YORK,36,3606840,CENTER MORICHES UNION FREE SCHOOL DISTRICT,144,92,10,GE50,,,7,GE50,16,GE80,,,111,90-94,24,GE80,24,60-79,1,PS,1-Jul-17
NEW YORK,36,3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,424,82,,,17,GE80,113,80-84,253,80-84,1,PS,40,GE90,55,60-69,259,80-84,30,21-39,1-Jul-17
NEW YORK,36,3606900,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,324,85,1,PS,5,PS,3,PS,3,PS,,,312,86,39,70-79,115,70-74,,,1-Jul-17
NEW YORK,36,3606990,CHAPPAQUA CENTRAL SCHOOL DISTRICT,337,99.5,1,PS,29,GE80,3,PS,15,GE50,11,GE50,278,GE95,44,GE90,20,GE80,1,PS,1-Jul-17
NEW YORK,36,3607020,GRAND ISLAND CENTRAL SCHOOL DISTRICT,271,95,1,PS,10,GE50,2,PS,9,GE50,4,PS,245,GE95,26,GE80,60,GE90,1,PS,1-Jul-17
NEW YORK,36,3607050,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,28,69.5,,,,,,,,,,,28,60-79,6,GE50,12,GE50,,,1-Jul-17
NEW YORK,36,3607080,CHATEAUGAY CENTRAL SCHOOL DISTRICT,39,84.5,,,,,,,,,,,39,80-89,7,GE50,16,GE80,,,1-Jul-17
NEW YORK,36,3607110,CHATHAM CENTRAL SCHOOL DISTRICT,116,87,,,,,5,PS,6,GE50,2,PS,103,85-89,15,GE50,33,80-89,1,PS,1-Jul-17
NEW YORK,36,3607170,CHAZY UNION FREE SCHOOL DISTRICT,41,95,1,PS,2,PS,,,,,,,38,GE90,3,PS,13,GE50,1,PS,1-Jul-17
NEW YORK,36,3607230,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,186,87,,,7,GE50,61,75-79,6,GE50,3,PS,109,90-94,24,40-59,116,80-84,,,1-Jul-17
NEW YORK,36,3607260,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,117,92,,,,,3,PS,2,PS,1,PS,111,90-94,27,60-79,44,80-89,,,1-Jul-17
NEW YORK,36,3607290,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,139,87,,,2,PS,2,PS,1,PS,1,PS,133,85-89,28,GE80,39,70-79,,,1-Jul-17
NEW YORK,36,3607320,WESTHILL CENTRAL SCHOOL DISTRICT,149,97.5,1,PS,6,GE50,8,GE50,3,PS,1,PS,130,GE95,16,GE80,19,60-79,,,1-Jul-17
NEW YORK,36,3607380,CHESTER UNION FREE SCHOOL DISTRICT,84,87,,,6,GE50,9,GE50,28,GE80,2,PS,39,80-89,15,LT50,24,GE80,,,1-Jul-17
NEW YORK,36,3607470,CHITTENANGO CENTRAL SCHOOL DISTRICT,173,92,,,2,PS,2,PS,1,PS,1,PS,167,90-94,28,60-79,62,80-84,,,1-Jul-17
NEW YORK,36,3607530,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,312,94,1,PS,10,GE50,24,GE80,11,GE50,8,GE50,258,90-94,38,70-79,85,90-94,2,PS,1-Jul-17
NEW YORK,36,3607560,CINCINNATUS CENTRAL SCHOOL DISTRICT,40,84.5,,,,,,,1,PS,,,39,80-89,7,GE50,14,GE50,,,1-Jul-17
NEW YORK,36,3607590,CLARENCE CENTRAL SCHOOL DISTRICT,407,94,2,PS,12,GE50,3,PS,6,GE50,3,PS,381,95,49,60-69,42,80-89,2,PS,1-Jul-17
NEW YORK,36,3607650,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,83,92,,,1,PS,,,2,PS,,,80,90-94,9,GE50,34,80-89,,,1-Jul-17
NEW YORK,36,3607680,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,119,87,,,1,PS,37,80-89,6,GE50,4,PS,71,85-89,21,60-79,48,80-89,,,1-Jul-17
NEW YORK,36,3607710,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,24,90,,,,,,,,,,,24,GE80,4,PS,10,GE50,,,1-Jul-17
NEW YORK,36,3607770,CLINTON CENTRAL SCHOOL DISTRICT,108,97.5,,,,,4,PS,,,3,PS,101,GE95,13,GE50,15,GE50,,,1-Jul-17
NEW YORK,36,3607860,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,60,74.5,1,PS,,,5,PS,1,PS,,,53,70-79,8,GE50,26,60-79,,,1-Jul-17
NEW YORK,36,3607890,CLYMER CENTRAL SCHOOL DISTRICT,34,95,,,,,,,,,,,34,GE90,4,PS,10,GE50,,,1-Jul-17
NEW YORK,36,3607980,COHOES CITY SCHOOL DISTRICT,142,82,,,1,PS,13,GE50,13,GE50,9,GE50,106,80-84,20,21-39,72,65-69,,,1-Jul-17
NEW YORK,36,3608010,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,158,97.5,,,3,PS,3,PS,4,PS,,,148,GE95,17,GE80,3,PS,,,1-Jul-17
NEW YORK,36,3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,20,90,,,1,PS,,,,,,,19,GE80,2,PS,5,PS,,,1-Jul-17
NEW YORK,36,3608130,COMMACK UNION FREE SCHOOL DISTRICT,635,97,,,45,GE90,5,PS,34,80-89,3,PS,548,97,86,85-89,57,80-89,6,GE50,1-Jul-17
NEW YORK,36,3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,519,94,,,16,GE80,10,GE50,42,GE90,,,451,94,82,70-74,99,85-89,1,PS,1-Jul-17
NEW YORK,36,3608250,COOPERSTOWN CENTRAL SCHOOL DISTRICT,84,87,,,4,PS,,,1,PS,,,79,80-84,11,GE50,24,GE80,,,1-Jul-17
NEW YORK,36,3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,30,90,,,,,,,1,PS,,,29,GE80,6,GE50,12,GE50,,,1-Jul-17
NEW YORK,36,3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,395,87,1,PS,10,GE50,120,90-94,185,80-84,,,79,90-94,65,65-69,250,85-89,28,21-39,1-Jul-17
NEW YORK,36,3608340,PEMBROKE CENTRAL SCHOOL DISTRICT,76,92,,,,,1,PS,,,2,PS,73,GE95,8,GE50,20,GE80,,,1-Jul-17
NEW YORK,36,3608370,CORINTH CENTRAL SCHOOL DISTRICT,95,72,,,,,1,PS,2,PS,1,PS,91,75-79,7,LT50,42,50-59,,,1-Jul-17
NEW YORK,36,3608400,CORNING CITY SCHOOL DISTRICT,387,79,1,PS,15,GE50,9,GE50,6,GE50,14,GE50,342,78,63,45-49,140,60-64,1,PS,1-Jul-17
NEW YORK,36,3608430,CORNWALL CENTRAL SCHOOL DISTRICT,276,94,,,7,GE50,23,GE80,35,GE90,1,PS,210,90-94,27,60-79,44,80-89,1,PS,1-Jul-17
NEW YORK,36,3608460,CORTLAND CITY SCHOOL DISTRICT,217,75,1,PS,4,PS,11,GE50,12,GE50,2,PS,187,75-79,29,21-39,91,60-64,,,1-Jul-17
NEW YORK,36,3608470,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,35,5,,,1,PS,21,LE20,10,LT50,,,3,PS,31,LE10,34,LE10,,,1-Jul-17
NEW YORK,36,3608490,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,132,87,,,1,PS,4,PS,5,PS,2,PS,120,85-89,13,LT50,43,70-79,,,1-Jul-17
NEW YORK,36,3608580,CROTON-HARMON UNION FREE SCHOOL DISTRICT,130,97.5,,,6,GE50,3,PS,12,GE50,,,109,GE95,12,GE50,4,PS,,,1-Jul-17
NEW YORK,36,3608610,CROWN POINT CENTRAL SCHOOL DISTRICT,17,90,,,,,,,,,,,17,GE80,2,PS,8,GE50,,,1-Jul-17
NEW YORK,36,3608790,DANSVILLE CENTRAL SCHOOL DISTRICT,130,82,,,2,PS,3,PS,4,PS,1,PS,120,80-84,25,40-59,60,70-79,,,1-Jul-17
NEW YORK,36,3608850,DERUYTER CENTRAL SCHOOL DISTRICT,41,74.5,,,,,1,PS,1,PS,,,39,70-79,6,GE50,18,60-79,1,PS,1-Jul-17
NEW YORK,36,3608880,DEER PARK UNION FREE SCHOOL DISTRICT,370,93,,,28,GE80,69,85-89,54,GE90,7,GE50,212,GE95,56,60-69,128,85-89,1,PS,1-Jul-17
NEW YORK,36,3608910,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,64,87,,,2,PS,1,PS,1,PS,1,PS,59,80-89,14,GE50,32,80-89,,,1-Jul-17
NEW YORK,36,3608970,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,201,88,1,PS,2,PS,1,PS,2,PS,,,195,85-89,28,60-79,95,85-89,,,1-Jul-17
NEW YORK,36,3609030,DEPEW UNION FREE SCHOOL DISTRICT,157,92,,,2,PS,5,PS,1,PS,1,PS,148,90-94,20,40-59,48,GE90,,,1-Jul-17
NEW YORK,36,3609060,DEPOSIT CENTRAL SCHOOL DISTRICT,35,84.5,1,PS,,,1,PS,,,,,33,80-89,5,PS,20,60-79,,,1-Jul-17
